id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,tv_ranking
52991,Sousou no Frieren,"{'medium': 'https://cdn.myanimelist.net/images/anime/1015/138006.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1015/138006l.jpg'}",2023-09-29,2024-03-22,"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them.

However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her ""usual"" routine of collecting spells across the continent. Due to her different sense of time, she seemingly holds no strong feelings toward the experiences she went through.

As the years pass, Frieren gradually realizes how her days in the hero's party truly impacted her. Witnessing the deaths of two of her former companions, Frieren begins to regret having taken their presence for granted; she vows to better understand humans and create real personal connections. Although the story of that once memorable journey has long ended, a new tale is about to begin.

[Written by MAL Rewrite]",9.32,1,176,967439,555887,white,2022-09-09T10:01:30+00:00,2024-09-28T12:40:26+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",28,"{'year': 2023, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '23:00'}",manga,1470,pg_13,"Sousou no Frieren was released on Blu-ray and DVD in seven volumes from January 24, 2024, to July 17, 2024.","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '210046', 'completed': '548454', 'on_hold': '18386', 'dropped': '12235', 'plan_to_watch': '178118'}, 'num_list_users': 967239}",1
5114,Fullmetal Alchemist: Brotherhood,"{'medium': 'https://cdn.myanimelist.net/images/anime/1208/94745.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1208/94745l.jpg'}",2009-04-05,2010-07-04,"After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.

[Written by MAL Rewrite]",9.1,2,3,3449576,2176872,white,2008-08-21T03:35:22+00:00,2023-04-02T18:07:03+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}]",64,"{'year': 2009, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",manga,1460,r,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '266740', 'completed': '2493287', 'on_hold': '115523', 'dropped': '61447', 'plan_to_watch': '512493'}, 'num_list_users': 3449490}",2
9253,Steins;Gate,"{'medium': 'https://cdn.myanimelist.net/images/anime/1935/127974.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1935/127974l.jpg'}",2011-04-06,2011-09-14,"Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Okabe founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Okabe attends a conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Okabe dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Okabe and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, Okabe fights a battle to not only save his loved ones but also to preserve his degrading sanity.

[Written by MAL Rewrite]",9.07,4,14,2642889,1437029,white,2010-07-26T09:23:40+00:00,2024-01-22T17:31:43+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",24,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '02:05'}",visual_novel,1460,pg_13,Steins;Gate is based on 5pb. and Nitroplus' visual novel of the same title released in 2009. It serves as the second entry in the Science Adventure series.,"[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '172724', 'completed': '1657072', 'on_hold': '91380', 'dropped': '57952', 'plan_to_watch': '663649'}, 'num_list_users': 2642777}",3
38524,Shingeki no Kyojin Season 3 Part 2,"{'medium': 'https://cdn.myanimelist.net/images/anime/1517/100633.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1517/100633l.webp'}",2019-04-29,2019-07-01,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.

[Written by MAL Rewrite]",9.05,5,21,2376571,1649971,white,2018-10-14T18:13:45+00:00,2023-10-01T22:11:49+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",10,"{'year': 2019, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '00:10'}",manga,1435,r,Shingeki no Kyojin Season 3 Part 2 adapts content from volumes 18-22 of Hajime Isayama's award-winning manga of the same name.,"[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '81316', 'completed': '2145253', 'on_hold': '9637', 'dropped': '7964', 'plan_to_watch': '132342'}, 'num_list_users': 2376512}",4
28977,Gintama°,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/72078.webp', 'large': 'https://cdn.myanimelist.net/images/anime/3/72078l.webp'}",2015-04-08,2016-03-30,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team.

Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet.

[Written by MAL Rewrite]",9.05,6,340,651000,258355,white,2014-12-21T07:58:01+00:00,2024-05-08T21:24:25+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",51,"{'year': 2015, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '18:00'}",manga,1440,pg_13,,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]","{'status': {'watching': '70582', 'completed': '273269', 'on_hold': '25329', 'dropped': '19516', 'plan_to_watch': '262288'}, 'num_list_users': 650984}",5
9969,Gintama',"{'medium': 'https://cdn.myanimelist.net/images/anime/4/50361.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/50361l.jpg'}",2011-04-04,2012-03-26,"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.

[Written by MAL Rewrite]",9.03,8,399,574734,243871,white,2010-12-06T15:47:56+00:00,2024-03-04T09:27:01+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",51,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '18:00'}",manga,1460,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '42758', 'completed': '287597', 'on_hold': '17061', 'dropped': '11492', 'plan_to_watch': '215808'}, 'num_list_users': 574716}",6
11061,Hunter x Hunter (2011),"{'medium': 'https://cdn.myanimelist.net/images/anime/1337/99013.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1337/99013l.jpg'}",2011-10-02,2014-09-24,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased.

Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path.

During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world.

[Written by MAL Rewrite]",9.03,9,8,2945675,1829176,white,2011-07-27T08:41:39+00:00,2023-09-30T15:05:19+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",148,"{'year': 2011, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '10:55'}",manga,1417,pg_13,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '363656', 'completed': '2005806', 'on_hold': '143162', 'dropped': '63155', 'plan_to_watch': '369785'}, 'num_list_users': 2945564}",7
15417,Gintama': Enchousen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1452/123686.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1452/123686l.jpg'}",2012-10-04,2013-03-28,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.

[Written by MAL Rewrite]",9.02,10,753,335158,169871,white,2012-09-03T13:17:14+00:00,2024-03-04T09:28:12+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",13,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '18:00'}",manga,1460,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '11413', 'completed': '215835', 'on_hold': '3867', 'dropped': '3100', 'plan_to_watch': '100932'}, 'num_list_users': 335147}",8
41467,Bleach: Sennen Kessen-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1908/135431.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1908/135431l.jpg'}",2022-10-11,2022-12-27,"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.

[Written by MAL Rewrite]",9.01,11,382,597990,314163,white,2020-03-18T09:10:15+00:00,2024-10-02T16:04:07+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2022, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '00:00'}",manga,1471,r,"Bleach: Sennen Kessen-hen adapts volume 55 to volume 61 of the original manga.

It was released on Blu-ray on April 26, 2023.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '87046', 'completed': '350814', 'on_hold': '7714', 'dropped': '5181', 'plan_to_watch': '147180'}, 'num_list_users': 597935}",9
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,"{'medium': 'https://cdn.myanimelist.net/images/anime/1160/122627.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1160/122627l.jpg'}",2022-04-09,2022-06-25,"The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code.

As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts.

[Written by MAL Rewrite]
",8.99,13,170,990645,560378,white,2020-10-25T09:14:33+00:00,2024-07-01T02:41:54+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",13,"{'year': 2022, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '00:00'}",manga,1439,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '90736', 'completed': '658228', 'on_hold': '14554', 'dropped': '10558', 'plan_to_watch': '216523'}, 'num_list_users': 990599}",10
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,"{'medium': 'https://cdn.myanimelist.net/images/anime/1595/144074.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1595/144074l.webp'}",2024-10-05,,"After an awe-inspiring battle with Ichibei Hyousube—leader of the Soul Society's Royal Guard—the powerful Yhwach moves into the final stage of his master plan. He aims to slay the Soul King, the being whose very existence maintains the status quo of three worlds: Hueco Mundo, the Soul Society, and the realm of humans that Ichigo Kurosaki and his closest friends hail from. Conquering his own bout with the remainder of the Royal Guard, Uryuu Ishida joins Yhwach in his efforts to create a new world in his image.

With a flood of resolution and newfound power, Ichigo rushes to stop Yhwach from accomplishing his ultimate goal and save the countless lives within the three existing realms. But Ichigo has a complicated lineage, one that leaves him susceptible to Yhwach's sinister influence.

Meanwhile, in a final desperate gambit, Jirou Souzousuke Shunsui Kyouraku, the newly promoted head captain of the Soul Society's combat corps, enlists the help of an old enemy whose immense power may turn the tide of battle.

[Written by MAL Rewrite]",8.98,14,1437,172693,36381,white,2023-09-30T16:07:31+00:00,2024-11-20T12:53:32+00:00,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",0,"{'year': 2024, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '23:00'}",manga,1478,r,,"[{'id': 2951, 'name': 'Pierrot Films'}]","{'status': {'watching': '104509', 'completed': '5', 'on_hold': '1403', 'dropped': '801', 'plan_to_watch': '65980'}, 'num_list_users': 172698}",11
34096,Gintama.,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/83528.webp', 'large': 'https://cdn.myanimelist.net/images/anime/3/83528l.webp'}",2017-01-09,2017-03-27,"After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher.

Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou.

[Written by MAL Rewrite]",8.98,15,780,324922,150521,white,2016-09-21T07:58:22+00:00,2023-04-02T18:14:16+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2017, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '01:35'}",manga,1440,pg_13,,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]","{'status': {'watching': '16243', 'completed': '189304', 'on_hold': '5000', 'dropped': '3647', 'plan_to_watch': '110719'}, 'num_list_users': 324913}",12
42938,Fruits Basket: The Final,"{'medium': 'https://cdn.myanimelist.net/images/anime/1085/114792.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1085/114792l.webp'}",2021-04-06,2021-06-29,"Hundreds of years ago, the Chinese zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated and suppressed by the fear of punishment.

Tooru Honda, who has grown attached to the Soumas, is determined to break the chains that bind them. Her companionship with the family and her friends encourages her to move forward with lifting the curse. However, due to confounding revelations, she struggles to find the tenacity to continue her endeavors. With time slowly withering away, Tooru contends with an uncertain future in hopes of reaching the tranquility that may lie beyond all this commotion.

[Written by MAL Rewrite]",8.96,16,464,506414,251298,white,2020-09-21T17:09:51+00:00,2023-08-03T16:57:23+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '01:30'}",manga,1380,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '35116', 'completed': '303518', 'on_hold': '7074', 'dropped': '5272', 'plan_to_watch': '155415'}, 'num_list_users': 506395}",13
4181,Clannad: After Story,"{'medium': 'https://cdn.myanimelist.net/images/anime/1299/110774.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1299/110774l.jpg'}",2008-10-03,2009-03-27,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",8.93,17,120,1222073,672343,white,2008-03-28T02:00:43+00:00,2024-11-18T23:25:15+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}]",24,"{'year': 2008, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:59'}",visual_novel,1460,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '40769', 'completed': '825972', 'on_hold': '21430', 'dropped': '17676', 'plan_to_watch': '316194'}, 'num_list_users': 1222041}",14
918,Gintama,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/73274.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/73274l.jpg'}",2006-04-04,2010-03-25,"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. 

Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways. 

Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo.

[Written by MAL Rewrite]",8.93,18,144,1094870,405108,white,2006-04-20T15:03:52+00:00,2024-04-12T19:03:11+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",201,"{'year': 2006, 'season': 'spring'}","{'day_of_the_week': 'thursday', 'start_time': '18:00'}",manga,1494,pg_13,"Gintama adapts chapters 1-292 of original manga.

Several games based on Gintama have been released on a variety of platforms, such as the PlayStation 2, PlayStation Portable, and Nintendo DS. Characters from the series have also appeared in Weekly Shounen Jump's crossover titles, including Jump Super Stars and Jump Ultimate Stars.

The series received high-definition reruns of older episodes by TV Tokyo from April 5, 2010 to March 28, 2011 under the name Yorinuki Gintama-san, which included 51 selected episodes as well as four new opening and ending songs.

Gintama received a live-action movie adaptation that premiered on July 14, 2017. Shortly after the film's release, a sequel was announced in November 2017 and was later released on August 17, 2018. ","[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '207845', 'completed': '338212', 'on_hold': '125211', 'dropped': '56375', 'plan_to_watch': '367155'}, 'num_list_users': 1094798}",15
35180,3-gatsu no Lion 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/88469.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/88469l.jpg'}",2017-10-14,2018-03-31,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. 

Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.

[Written by MAL Rewrite]",8.91,20,582,413633,204711,white,2017-03-18T15:14:28+00:00,2023-11-03T21:50:36+00:00,tv,finished_airing,"[{'id': 53, 'name': 'Childcare'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 11, 'name': 'Strategy Game'}]",22,"{'year': 2017, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '23:00'}",manga,1500,pg_13,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '25209', 'completed': '238209', 'on_hold': '10838', 'dropped': '5795', 'plan_to_watch': '133571'}, 'num_list_users': 413622}",16
