id,title,main_picture,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,favorite_ranking,end_date
7054,Kaichou wa Maid-sama!,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/25254.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/25254l.jpg'}",2010-04-02,"Misaki Ayuzawa is a unique phenomenon within Seika High School. In a predominantly male institution, she became the first-ever female student council president through her honesty and diligence. Ever since Misaki got promoted to the position, she has been working tirelessly to ensure a better school life for all girls. Despite that, Misaki is very strict with the boys, which has earned her the title ""Demon President."" 

One day, after hearing a girl cry in the hallway, Misaki encounters Takumi Usui—the most popular boy in the school—as he rejects a love confession. Enraged at what she is seeing, Misaki reprimands him for making the girl cry. However, Usui is indifferent and brushes it off as nothing.

Unexpectedly, Misaki soon runs into Usui again, but this time when she is working at a maid cafe! Embarrassed that someone has found out about her secret occupation, Misaki promises herself not to let Usui destroy her reputation. However, the mysterious boy now begins to visit the same cafe regularly to observe and tease Misaki. When push comes to shove, will Usui still be able to keep the president's secret?

[Written by MAL Rewrite]
",8.0,664.0,107,1280992,746055,white,2009-08-21T17:05:28+00:00,2022-04-18T04:45:42+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,"{'year': 2010, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:55'}",manga,1450,pg_13,Kaichou wa Maid-sama! has also received a drama CD in Japan.,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '60508', 'completed': '954100', 'on_hold': '33490', 'dropped': '37315', 'plan_to_watch': '195502'}, 'num_list_users': 1280915}",111,2010-09-24
263,Hajime no Ippo,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/86334.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/86334l.jpg'}",2000-10-04,"In his father's absence, teenager Ippo Makunouchi works hard to help his mother run her fishing boat rental business. Ippo's timid nature, his lack of sleep, and the sea smell make him an easy target for relentless bullies who leave him bruised and beaten on a daily basis. Mamoru Takamura, an up-and-coming boxer, rescues Ippo from a violent after-school incident and takes him back to the Kamogawa Boxing Gym for recovery. Takamura and his fellow boxers, Masaru Aoki and Tatsuya Kimura, are stunned by Ippo's powerful punches—a result of strong muscles developed through years serving his physically taxing family business. 

Following brief training under Takamura, Ippo impresses the other boxers in a practice match against prodigy Ichirou Miyata. He gains a rival in Miyata and a coach in Genji Kamogawa, the gym owner and a former boxer himself. As Ippo takes the first steps in his official boxing career, he faces off against a series of challenging opponents, each more powerful than the last. Victory, loss, and a cycle of dedicated training await Ippo on his journey to achieve greatness. With his tough body and unstoppable fighting spirit, the kind young man seeks to take on the world.

[Written by MAL Rewrite]
",8.77,40.0,363,626668,309123,white,2005-11-13T07:03:04+00:00,2023-04-02T18:20:56+00:00,tv,finished_airing,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",75,"{'year': 2000, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '00:50'}",manga,1435,pg_13,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '64932', 'completed': '349057', 'on_hold': '31529', 'dropped': '15205', 'plan_to_watch': '165909'}, 'num_list_users': 626632}",112,2002-03-27
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/55267.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/55267l.jpg'}",2014-04-05,"Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released, believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son, Holy Kuujou asks her father, Joseph Joestar, to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand,"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Muhammad Avdol, Joutarou is forced out of his cell and begins learning how to control the power of his Stand.

However, when a Stand awakens within Holy and threatens to consume her in 50 days, Joutarou, his grandfather, and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo, Egypt and along the way, do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission, humanity is destined for a grim fate.

[Written by MAL Rewrite]",8.11,493.0,113,1264773,895051,white,2013-10-15T17:49:30+00:00,2024-10-07T20:15:43+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",24,"{'year': 2014, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",manga,1440,r,"JoJo no Kimyou na Bouken: Stardust Crusaders, as well as its second season, is a full adaptation of the third part of the JoJo no Kimyou na Bouken manga series. The first season covers the first 69 chapters of the manga. As with the prior season, the opening theme animations were produced by the studio Kamikaze Douga (神風動画).","[{'id': 287, 'name': 'David Production'}]","{'status': {'watching': '53343', 'completed': '1103977', 'on_hold': '19362', 'dropped': '12074', 'plan_to_watch': '75984'}, 'num_list_users': 1264740}",113,2014-09-13
4898,Kuroshitsuji,"{'medium': 'https://cdn.myanimelist.net/images/anime/1467/137783.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1467/137783l.jpg'}",2008-10-03,"Young Ciel Phantomhive is known as ""the Queen's Guard Dog,"" taking care of the many unsettling events that occur in Victorian England for Her Majesty. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities, Ciel uses whatever means necessary to get the job done. But is there more to this black-clad butler than meets the eye?

In Ciel's past lies a secret tragedy that enveloped him in perennial darkness—during one of his bleakest moments, he formed a contract with Sebastian, a demon, bargaining his soul in exchange for vengeance upon those who wronged him. Today, not only is Sebastian one hell of a butler, but he is also the perfect servant to carry out his master's orders—all the while anticipating the delicious meal he will eventually make of Ciel's soul. As the two work to unravel the mystery behind Ciel's chain of misfortunes, a bond forms between them that neither heaven nor hell can tear apart.

[Written by MAL Rewrite]",7.65,1407.0,121,1216352,623362,white,2008-07-12T23:12:30+00:00,2024-10-06T16:05:27+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 6, 'name': 'Mythology'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,"{'year': 2008, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",manga,1469,r,"Three musicals based on Kuroshitsuji entitled That Butler, Friendship, Musical Black Butler: The Most Beautiful Death in The World – A Thousand Souls and The Fallen Grim Reaper, and Lycoris that Blazes the Earth were performed in Japan. 

A Nintendo DS game called Kuroshitsuji Phantom & Ghost was developed in 2009 and released by Square Enix.

Starring Ayame Goriki as Genpou Shiori (a descendant of Ciel Phantomhive) and Hiro Mizushima as Sebastian Michaelis, a live action film of Kuroshitsuji was released in January of 2014.","[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '78272', 'completed': '775368', 'on_hold': '53594', 'dropped': '66266', 'plan_to_watch': '242782'}, 'num_list_users': 1216282}",114,2009-03-27
11617,High School DxD,"{'medium': 'https://cdn.myanimelist.net/images/anime/1331/111940.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1331/111940l.webp'}",2012-01-06,"High school student Issei Hyoudou is your run-of-the-mill pervert who does nothing productive with his life, peeping on women and dreaming of having his own harem one day. Things seem to be looking up for Issei when a beautiful girl asks him out on a date, although she turns out to be a fallen angel who brutally kills him! However, he gets a second chance at life when beautiful senior student Rias Gremory, who is a top-class devil, revives him as her servant, recruiting Issei into the ranks of the school's Occult Research club.

Slowly adjusting to his new life, Issei must train and fight in order to survive in the violent world of angels and devils. Each new adventure leads to many hilarious (and risqué) moments with his new comrades, all the while keeping his new life a secret from his friends and family in High School DxD!

[Written by MAL Rewrite]",7.32,2685.0,88,1467235,921292,white,2011-09-17T05:05:33+00:00,2024-10-04T16:18:46+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2012, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '11:00'}",light_novel,1440,r+,,"[{'id': 120, 'name': 'TNK'}]","{'status': {'watching': '56444', 'completed': '1186591', 'on_hold': '22718', 'dropped': '54178', 'plan_to_watch': '147188'}, 'num_list_users': 1467119}",115,2012-03-23
164,Mononoke Hime,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/75919.webp', 'large': 'https://cdn.myanimelist.net/images/anime/7/75919l.webp'}",1997-07-12,"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.

[Written by MAL Rewrite]",8.66,74.0,106,1297255,836918,white,2005-11-12T05:38:23+00:00,2023-04-02T18:26:51+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 1997, 'season': 'summer'}",,original,8002,pg_13,"In 1997 the film won Best Japanese Movie, Best Animation and Japanese Movie Fans' Choice awards during the 52nd Mainichi Film Awards. In 1998 the film won the Best Picture award during the 21st Japan Academy Awards.","[{'id': 21, 'name': 'Studio Ghibli'}]","{'status': {'watching': '19956', 'completed': '1090066', 'on_hold': '5247', 'dropped': '2169', 'plan_to_watch': '179775'}, 'num_list_users': 1297213}",116,1997-07-12
23283,Zankyou no Terror,"{'medium': 'https://cdn.myanimelist.net/images/anime/1417/117422.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1417/117422l.jpg'}",2014-07-11,"Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all.

Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth.

[Written by MAL Rewrite]",8.08,537.0,122,1203565,634978,white,2014-03-21T13:55:48+00:00,2023-09-01T19:55:13+00:00,tv,finished_airing,"[{'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",11,"{'year': 2014, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:50'}",original,1370,r,"Episodes 1 and 2 were previewed at a screening in Los Angeles at Anime Expo on July 5, 2014. Regular broadcasting began on July 11, 2014.

In an interview with Otaku USA Magazine director Shinichirou Watanabe stated that the music of Icelandic band Sigur Rós gave him visual images that inspired the series and its soundtrack. He also states that the team went to Iceland to record the music.","[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '55041', 'completed': '779532', 'on_hold': '27276', 'dropped': '23576', 'plan_to_watch': '318076'}, 'num_list_users': 1203501}",117,2014-09-26
41457,86,"{'medium': 'https://cdn.myanimelist.net/images/anime/1987/117507.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1987/117507l.jpg'}",2021-04-11,"According to the Republic of San Magnolia, their ongoing war against the Giadian Empire has no casualties—however, that is mere propaganda. While the silver-haired Alba of the Republic's eighty-five sectors live safely behind protective walls, those of different appearances are interned in a secret eighty-sixth faction. Known within the military as the Eighty-Six, they are forced to fight against the Empire's autonomous Legion under the command of the Republican ""Handlers.""

Vladilena Milizé is assigned to the Spearhead squadron to replace their previous Handler. Shunned by her peers for being a fellow Eighty-Six supporter, she continues to fight against their inhumane discrimination. Shinei Nouzen is the captain of the Spearhead squadron. Infamous for being the sole survivor of every squadron he's been in, he insists on shouldering the names and wishes of his fallen comrades. When the fates of these young souls from two different worlds collide, will it ignite the spark that lights their path to salvation, or will they burn themselves in the flames of despair?

[Written by MAL Rewrite]",8.31,261.0,229,841492,435113,white,2020-03-15T12:32:30+00:00,2023-04-05T20:11:10+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",11,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1420,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '72190', 'completed': '513876', 'on_hold': '21540', 'dropped': '21116', 'plan_to_watch': '212655'}, 'num_list_users': 841377}",118,2021-06-20
777,Hellsing Ultimate,"{'medium': 'https://cdn.myanimelist.net/images/anime/1012/143965.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1012/143965l.jpg'}",2006-02-10,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.

Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.

In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare.

[Written by MAL Rewrite]",8.35,236.0,182,960650,497186,white,2006-02-21T08:28:24+00:00,2024-07-02T11:54:33+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",10,"{'year': 2006, 'season': 'winter'}",,manga,2962,r,Hellsing Ultimate was initially licensed and distributed by Geneon Entertainment USA up until their closure in late 2007. FUNimation Entertainment later picked up the series and finished dubbing it in late 2014. ,"[{'id': 11, 'name': 'Madhouse'}, {'id': 41, 'name': 'Satelight'}, {'id': 894, 'name': 'Graphinica'}]","{'status': {'watching': '81678', 'completed': '580223', 'on_hold': '44985', 'dropped': '25296', 'plan_to_watch': '228413'}, 'num_list_users': 960595}",119,2012-12-26
13125,Shinsekai yori,"{'medium': 'https://cdn.myanimelist.net/images/anime/1549/136389.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1549/136389l.jpg'}",2012-09-29,"In the year 2011, a small percentage of humans began manifesting psychokinetic abilities known as ""Cantus."" Over a millennium later, in the small town of Kamisu 66, Saki Watanabe is the last of her friends to awaken her powers and join the Sage Academy, a school for psychics like her. Although everyone at the institution has Cantus, they are not all equal; shortly after Saki enrolls, one of her classmates who is regarded as being weaker than the others suddenly disappears.

Walking home one day with her friends—the determined Maria Akizuki, the intelligent Shun Aonuma, the observant Satoru Asahina, and the timid Mamoru Itou—she comes across two unfamiliar creatures known as ""Monster Rats."" These beings resemble moles and worship those with Cantus as gods. As a result, when Saki uses her abilities to save one from trouble, she is met with exceptional gratitude.

Now unsure about the Monster Rats' place in society, Saki and her friends find out about another disappearance. As time passes, they slowly look for answers to the mysteries that surround them and begin to realize that this seemingly ""perfect"" new world masks humanity's dark past.

[Written by MAL Rewrite]",8.25,329.0,255,794297,281978,white,2012-02-26T22:03:22+00:00,2024-10-15T17:04:16+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",25,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",novel,1360,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '54226', 'completed': '312993', 'on_hold': '36863', 'dropped': '35388', 'plan_to_watch': '354774'}, 'num_list_users': 794244}",120,2013-03-23
25777,Shingeki no Kyojin Season 2,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/84177.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/84177l.jpg'}",2017-04-01,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossal Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.

In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.

[Written by MAL Rewrite]",8.52,133.0,12,2815437,1927271,white,2014-08-04T23:40:50+00:00,2024-07-05T07:07:10+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",12,"{'year': 2017, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '22:00'}",manga,1450,r,Shingeki no Kyojin Season 2 adapts content from volumes 9-12 of Hajime Isayama's award-winning manga.,"[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '89613', 'completed': '2525323', 'on_hold': '17934', 'dropped': '16759', 'plan_to_watch': '165742'}, 'num_list_users': 2815371}",121,2017-06-17
41467,Bleach: Sennen Kessen-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1908/135431.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1908/135431l.jpg'}",2022-10-11,"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.

[Written by MAL Rewrite]",9.01,11.0,382,597990,314163,white,2020-03-18T09:10:15+00:00,2024-10-02T16:04:07+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2022, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '00:00'}",manga,1471,r,"Bleach: Sennen Kessen-hen adapts volume 55 to volume 61 of the original manga.

It was released on Blu-ray on April 26, 2023.","[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '87046', 'completed': '350814', 'on_hold': '7714', 'dropped': '5181', 'plan_to_watch': '147180'}, 'num_list_users': 597935}",122,2022-12-27
36098,Kimi no Suizou wo Tabetai,"{'medium': 'https://cdn.myanimelist.net/images/anime/1768/93291.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1768/93291l.jpg'}",2018-09-01,"The aloof protagonist: a bookworm who is deeply detached from the world he resides in. He has no interest in others and is firmly convinced that nobody has any interest in him either. His story begins when he stumbles across a handwritten book, titled Living with Dying. He soon identifies it as a secret diary belonging to his popular, bubbly classmate Sakura Yamauchi. She then confides in him about the pancreatic disease she is suffering from and that her time left is finite. Only her family knows about her terminal illness; not even her best friends are aware. Despite this revelation, he shows zero sympathy for her plight, but caught in the waves of Sakura's persistent buoyancy, he eventually concedes to accompanying her for her remaining days.

As the pair of polar opposites interact, their connection strengthens, interweaving through their choices made with each passing day. Her apparent nonchalance and unpredictability disrupts the protagonist's impassive flow of life, gradually opening his heart as he discovers and embraces the true meaning of living.

[Written by MAL Rewrite]",8.55,114.0,163,1015218,606146,white,2017-08-07T00:59:17+00:00,2023-01-10T15:22:22+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,"{'year': 2018, 'season': 'summer'}",,novel,6522,pg_13,"Kimi no Suizou wo Tabetai is an anime adaption of Yoru Sumino's novel of the same title. Originally a web novel published on the user-generated content site Shousetsuka ni Narou in 2014, it was subsequently re-published in 2015 by Futabasha. The English licensor, Seven Seas Entertainment released the novel in English on November 20, 2018.

A Japanese live-action film based on the novel, which also shares the same title, premiered in Japan on July 28, 2017.

(Source Wikipedia)","[{'id': 1244, 'name': 'Studio VOLN'}]","{'status': {'watching': '25321', 'completed': '754737', 'on_hold': '5537', 'dropped': '2393', 'plan_to_watch': '227133'}, 'num_list_users': 1015121}",123,2018-09-01
37520,Dororo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1879/100467.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1879/100467l.jpg'}",2019-01-07,"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives.

This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world.

[Written by MAL Rewrite]",8.25,324.0,108,1278760,651633,white,2018-03-19T13:16:46+00:00,2024-05-13T21:32:09+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 6, 'name': 'Mythology'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",24,"{'year': 2019, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '22:30'}",manga,1440,r,,"[{'id': 200, 'name': 'Tezuka Productions'}, {'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '127635', 'completed': '754050', 'on_hold': '56199', 'dropped': '41456', 'plan_to_watch': '299343'}, 'num_list_users': 1278683}",124,2019-06-24
934,Higurashi no Naku Koro ni,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/19634.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/19634l.jpg'}",2006-04-05,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude. However, darkness lurks underneath the seemingly idyllic life they lead. 

As the village prepares for its annual festival, Keiichi learns about the local legends surrounding it. To his horror, he discovers that there have been several murders and disappearances in the village in the recent years, and that they all seem to be connected to the festival and the village's patron god, Oyashiro. Keiichi tries to ask his new friends about these incidents, but they are suspiciously silent and refuse to give him the answers he needs. As more and more bizarre events occur, he wonders just what else his friends might be keeping from him, and if he can even trust them at all.

When madness and paranoia begin taking root in Keiichi's heart, he will stumble straight into the mysteries at work in Higurashi no Naku Koro ni, a story that is told across multiple arcs.

[Written by MAL Rewrite]",7.87,883.0,240,823612,402321,white,2006-04-24T22:18:02+00:00,2024-10-04T13:58:59+00:00,tv,finished_airing,"[{'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",26,"{'year': 2006, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '01:30'}",visual_novel,1450,r,"Geneon Entertainment USA initially licensed and distributed the first season of Higurashi until their closure in 2007. Funimation later distributed the Geneon release, but dropped the license in 2011 due to poor sales. It remained unlicensed until 2015 when Sentai Filmworks announced that they picked up the series.

Higurashi no Naku Koro ni adapts the first six chapters of 07th Expansion's eight chapter visual novel.","[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '50100', 'completed': '467294', 'on_hold': '40830', 'dropped': '39315', 'plan_to_watch': '226043'}, 'num_list_users': 823582}",125,2006-09-27
