id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,ova_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
820,Ginga Eiyuu Densetsu,1988-01-08,1997-03-17,"The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution.

As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is.

[Written by MAL Rewrite]",9.01,12,758,333996,81737,white,ova,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",110,novel,1560,r,"[{'id': 1269, 'name': 'K-Factory'}, {'id': 2256, 'name': 'Kitty Film Mitaka Studio'}]",1,,NIL,1988.0,winter,35292,74880,20469,8978,194368,333987.0,0.9118,0.0882
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1999-02-20,1999-09-22,"When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.

Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions.

[Written by MAL Rewrite]",8.7,65,908,281919,140246,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",4,manga,1747,r,"[{'id': 37, 'name': 'Studio Deen'}]",2,,NIL,1999.0,winter,9039,180993,3851,2430,85595,281908.0,0.9777,0.0223
25781,Shingeki no Kyojin: Kuinaki Sentaku,2014-12-09,2015-04-09,"Many years before becoming the famed captain of the Survey Corps, a young Levi struggles to survive in the capital's garbage dump, the Underground. As the boss of his own criminal operation, Levi attempts to get by with meager earnings while aided by fellow criminals, Isabel Magnolia and Farlan Church. With little hope for the future, Levi accepts a deal from the anti-expedition faction leader Nicholas Lobov, who promises the trio citizenship aboveground if they are able to successfully assassinate Erwin Smith, a squad leader of the Survey Corps.

As Levi and Erwin cross paths, Erwin acknowledges Levi's agility and skill and gives him the option to either become part of the expedition team, or be turned over to the Military Police, to atone for his crimes. Now closer to the man they are tasked to kill, the group plans to complete their mission and save themselves from a grim demise in the dim recesses of their past home. However, they are about to learn that the surface world is not as liberating as they had thought and that sometimes, freedom can come at a heavy price.

Based on the popular spin-off manga of the same name, Shingeki no Kyojin: Kuinaki Sentaku illustrates the encounter between two of Shingeki no Kyojin's pivotal characters, as well as the events of the 23rd expedition beyond the walls.

[Written by MAL Rewrite]",8.41,191,435,533815,318755,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}]",2,visual_novel,1620,r,"[{'id': 858, 'name': 'Wit Studio'}]",3,,NIL,2014.0,fall,11438,454838,3297,1535,62691,533799.0,0.9909,0.0091
30709,Kamisama Hajimemashita: Kako-hen,2015-08-20,2016-08-19,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment.

Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought.

[Written by MAL Rewrite]",8.4,194,1429,173608,85782,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 37, 'name': 'Supernatural'}, {'id': 78, 'name': 'Time Travel'}]",4,manga,1800,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",4,,NIL,2015.0,summer,9166,124975,2728,1555,35178,173602.0,0.9753,0.0247
32366,Gintama°: Aizome Kaori-hen,2016-08-04,2016-11-04,"The red-light district, Yoshiwara, is suddenly taken over by ""Aizen Kou,"" an incense that has the ability to make anyone fall in love with the first person they see. Having been outlawed for its strong potency, the love drug was thought to have disappeared from the red-light district for good; however, it seems to have found its way back inside Yoshiwara's walls and now has the entire district under its influence.

Of those affected is the cold-hearted Hyakka captain, Tsukuyo, and the first person she sees after inhaling the smoke is none other than the brazen Yorozuya leader, Gintoki Sakata. Unbeknownst to everyone else though, she was already attracted to Gintoki. With those hidden feelings now intensified, Tsukuyo must overcome her afflictions and work with the Yorozuya to return everyone back to normal. 

[Written by MAL Rewrite]",8.38,211,2355,88167,46670,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",2,manga,1555,pg_13,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]",5,,NIL,2016.0,summer,3135,62995,972,722,20338,88162.0,0.9808,0.0192
777,Hellsing Ultimate,2006-02-10,2012-12-26,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.

Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.

In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare.

[Written by MAL Rewrite]",8.35,236,182,960650,497186,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 58, 'name': 'Gore'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",10,manga,2962,r,"[{'id': 11, 'name': 'Madhouse'}, {'id': 41, 'name': 'Satelight'}, {'id': 894, 'name': 'Graphinica'}]",6,,NIL,2006.0,winter,81678,580223,44985,25296,228413,960595.0,0.9268,0.0732
10937,Kidou Senshi Gundam: The Origin,2015-02-28,2018-05-05,"In the year 0068 of the Universal Century, Casval Rem Deikun's life is thrown into chaotic disarray after the assassination of his father, a prolific figure in the crusade towards civil rights for people who live away from the Earth's surface. Casval and his sister Artesia receive aid from soldiers who were loyal to their father, and the siblings are whisked away from their home, separated, and thrown into a twisted fate that sees them come into their own as soldiers and adults.

Years before stealing the name Char Aznable or his ""Red Comet"" moniker, Casval must contend with the rise of a militarized version of his father's ideology and his own vengeful nature as intergalactic war molds him into a legendary mobile suit pilot.

[Written by MAL Rewrite]
",8.33,248,2565,77252,32899,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 29, 'name': 'Space'}]",6,manga,4268,r+,"[{'id': 14, 'name': 'Sunrise'}]",7,,NIL,2015.0,winter,9496,36362,3231,1172,26992,77253.0,0.943,0.057
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,2014-02-05,2014-02-05,"As the first delicate snowflake touches the cold ground, Nyanko-sensei dozes on his hot-water bottle next to Takashi Natsume. While his aunt prepares a warm dinner, Natsume takes a walk, welcoming the snow and the chilly weather. However, his peaceful promenade is disturbed by a white, fluffy snowman yokai with perturbing black eyes, searching for something warm and sparkly. With no further information, Natsume sets off to help find what the spirit desires.

[Written by MAL Rewrite]
",8.33,250,2472,82378,37157,white,ova,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1356,pg_13,"[{'id': 112, 'name': ""Brain's Base""}]",8,,NIL,2014.0,winter,1969,53337,758,430,25880,82374.0,0.9856,0.0144
12029,Uchuu Senkan Yamato 2199,2012-05-25,2013-10-25,"Earth's once green hills and rich blue oceans have been converted into a desolate wasteland by the relentless onslaught of planet bombs from the expansionist Gamilas Empire. By the year 2199, humankind has retreated to the depths of underground cities to escape the radiation.

However, all hope is not lost, as the distant planet Iscandar offers Earth its final salvation: the Cosmo Reverse System, capable of restoring Earth's irradiated surface. In a desperate bid to retrieve this technology from Iscandar, the Earth Defense Force pours its remaining resources into the Yamato—an innovative, state-of-the-art battleship equipped with an infinite energy Wave Motion Engine.

From young talent such as Tactical Officer Susumu Kodai to accomplished veterans like Captain Juuzou Okita, the Yamato's crew consists of many individuals, all varying in their experience on the battlefield. But despite their differences, one goal unifies them all: to complete their perilous 168,000 light-year voyage to Iscandar and save humanity from imminent doom.

[Written by MAL Rewrite]",8.32,256,1937,118814,39984,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,original,1500,pg_13,"[{'id': 27, 'name': 'Xebec'}, {'id': 48, 'name': 'AIC'}]",9,,NIL,2012.0,spring,7686,46077,4256,2467,58316,118802.0,0.9434,0.0566
137,Hunter x Hunter: Original Video Animation,2002-01-17,2002-04-17,"After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities. Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived. After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death. Based on the manga by Togashi Yoshihiro.",8.31,264,1805,130318,67890,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",8,manga,1384,pg_13,"[{'id': 22, 'name': 'Nippon Animation'}]",10,,NIL,2002.0,winter,3236,101263,1218,1169,23422,130308.0,0.9817,0.0183
11917,Major: World Series,2011-12-16,2012-01-18,"Gorou Shigeno's journey with the Indiana Hornets continues as they seek to win the prestigious World Series. However, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. Undaunted, Gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching.

[Written by MAL Rewrite]",8.28,295,3810,37689,21289,white,ova,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",2,manga,1690,pg_13,"[{'id': 118, 'name': 'SynergySP'}]",11,,NIL,2011.0,fall,776,29650,287,434,6540,37687.0,0.9809,0.0191
2685,Tsubasa: Tokyo Revelations,2007-11-16,2008-03-17,"Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever.

A shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again.",8.26,319,2224,97503,45802,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",3,manga,1490,r,"[{'id': 10, 'name': 'Production I.G'}]",12,,NIL,2007.0,fall,2664,63842,1587,1140,28265,97498.0,0.972,0.028
139,Hunter x Hunter: Greed Island Final,2004-03-03,2004-08-18,"Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.",8.25,325,1631,149244,80481,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",14,manga,1386,pg_13,"[{'id': 22, 'name': 'Nippon Animation'}]",13,,NIL,2004.0,winter,3204,122680,1156,1049,21147,149236.0,0.9852,0.0148
265,Hajime no Ippo: Mashiba vs. Kimura,2003-09-05,2003-09-05,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing.

But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?

[Written by MAL Rewrite]",8.24,340,1967,116821,71965,white,ova,finished_airing,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,3660,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",14,,NIL,2003.0,summer,1955,98526,620,474,15242,116817.0,0.9906,0.0094
6864,xxxHOLiC Rou,2010-04-23,2011-03-09,"Ten years after the events of xxxHOLiC Shunmuki, a melancholic Kimihiro Watanuki has taken over the shop formerly run by the mysterious Yuuko due to a promise he made to her. His companions Maru, Moro, and Mokona live together with him in relative contentment, and some familiar faces arrive every now and then: former rival turned-steadfast friend Shizuka Doumeki, and the former psychic prodigy Kohane Tsuyuri. While Kohane studies folklore under Doumeki at university, they encounter a case that is perfect for the master of the shop.

Eventually, Watanuki receives a visit from Doumeki's grandfather, Haruka. He requests that Watanuki investigates his grandson's dreams. While inside the dream world, he discovers how their past adventures played out from Doumeki's perspective of view, leading Watanuki to discover truths from 10 years ago and secrets about the ties that bind their friendship.

[Written by MAL Rewrite]",8.18,407,2701,71397,33250,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,2062,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",15,,NIL,2010.0,spring,2505,46350,1158,604,20776,71393.0,0.9753,0.0247
138,Hunter x Hunter: Greed Island,2003-02-05,2003-04-16,"After the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game ""Greed Island."" However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it. But some training must be done, as Gon and Killua's abilities are still at a developing stage and ""Greed Island"" is no simple game for anyone to play with. It is the infamous game that could easily lead to one's death. Based on the manga by Togashi Yoshihiro.",8.18,416,1530,161376,88391,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",8,manga,1384,pg_13,"[{'id': 22, 'name': 'Nippon Animation'}]",16,,NIL,2003.0,winter,3529,134769,1204,1146,20721,161369.0,0.9854,0.0146
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",2016-12-20,2016-12-20,"Nanami Momozono, current land god of Mikage Shrine, and her fox familiar Tomoe have faced many obstacles during their time together, but none so challenging as the one posed by the wealth god Ookuninushi—if Tomoe's wish to be human is granted, he must learn to live as one, and Nanami will have to return to being a human.

As the couple look to the future and reflect on their former adventures, Nanami tries to figure out their new living situation as her high school graduation approaches. But no matter the path they choose to walk, Tomoe and Nanami's love will endure.

[Written by MAL Rewrite]",8.16,447,2772,68224,34333,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",1,manga,769,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",17,,NIL,2016.0,fall,1492,52958,492,321,12957,68220.0,0.9881,0.0119
49521,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,2022-03-23,2022-03-23,"Beginning her academic journey as a first grader, Shiori comes face to face with the aspect of school she has heard alarming rumors about—homework! However, her worries quickly turn into excitement as the Asahigaoka girls agree to work together to complete their assignments at Komari and Natsumi Koshigaya's house. Their plan appears to be successful until an all-too-familiar feeling of procrastination creates a rowdy distraction for Natsumi.

On another day, Natsumi asks her teacher Kazuho Miyauchi if she can form and lead a new badminton school club. While the lack of funding and equipment proves to be a major setback, it does not stop Natsumi and the other girls from asking the candy store owner Kaede Kagayama for some help. During their spontaneous badminton practice, a minor accident leads Kaede to reminisce about a memorable day when she babysat Renge Miyauchi.

[Written by MAL Rewrite]
",8.15,461,4741,23559,10854,white,ova,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1320,pg_13,"[{'id': 300, 'name': 'SILVER LINK.'}]",18,,NIL,2022.0,winter,695,14868,287,138,7569,23557.0,0.982,0.018
9890,Major: Message,2010-12-17,2010-12-17,"Thirteen years after achieving major success with the Indiana Hornets, Gorou Honda's career as a pitcher ended abruptly after sustaining a horrible injury. Inspired by his father, who continued playing baseball despite major setbacks, Gorou plans to restart his baseball career and play in a new position. However, his strong dedication to train has puzzled his family, especially his young daughter Izumi, who is frustrated with the absence of her father from her lives. Faced by another tough obstacle, Gorou once again decides to prove his resolve through his beloved sport.

[Written by MAL Rewrite]",8.14,465,4145,31588,18168,white,ova,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,manga,1440,pg_13,"[{'id': 118, 'name': 'SynergySP'}]",19,,NIL,2010.0,fall,574,25051,216,332,5411,31584.0,0.9826,0.0174
3371,Ginga Eiyuu Densetsu Gaiden,1998-02-09,1998-09-26,"Ginga Eiyuu Densetsu Gaiden is the first of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte.

The Silver-White Valley 
Reinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald.

Dreams of the Morning, Songs of the Night
Reinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater.

Dishonor 
As Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral.

A Hundred Billion Stars, a Hundred Billion Lights 
While Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter.

[Written by MAL Rewrite]",8.14,471,4603,25122,9238,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",24,novel,1605,r+,"[{'id': 1269, 'name': 'K-Factory'}]",20,,NIL,1998.0,winter,1151,11399,772,432,11364,25118.0,0.9521,0.0479
49053,Given: Uragawa no Sonzai,2021-12-01,2021-12-01,"Since the night of ""given's"" first live performance, the relationship between Mafuyu Satou and Ritsuka Uenoyama has been smooth sailing. Their shared love of music reinforces their bond, and every moment spent together makes them more inseparable. Nevertheless, there will come times when they will suffer setbacks, with both of them consumed by their inner turmoil.

[Written by MAL Rewrite]
",8.13,473,2288,93042,40159,gray,ova,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",1,manga,1345,pg_13,"[{'id': 456, 'name': 'Lerche'}]",21,,NIL,2021.0,fall,1288,58863,419,359,32112,93041.0,0.9916,0.0084
30370,Akatsuki no Yona OVA,2015-09-18,2016-12-20,"At a remote hot springs lodge, Yona and the team rest. The boys are taking a bath with the exception of Ki-ja, who looks troubled. Jae-ha takes this chance to tease him, unwittingly finding a mark linked to the previous White Dragon—whom coincidentally is also Ki-ja's father—prompting Ki-ja to recall their complicated relationship.

In another time and place, Son Hak and the dragons banter as they hold a drinking contest. As they start to doze off one-by-one, Zeno dreams of his past, where his abilities and experiences, both as a person and as the Yellow Dragon, are revealed.

[Written by MAL Rewrite]",8.1,509,1716,139132,72466,white,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 25, 'name': 'Shoujo'}]",3,manga,1407,pg_13,"[{'id': 1, 'name': 'Pierrot'}]",22,,NIL,2015.0,summer,8846,99876,3740,1291,25370,139123.0,0.9638,0.0362
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,2016-09-10,2017-09-09,"Angelica sends Chise some magic supplies including a present. The present turns out to be a book Chise read in her childhood. Elias asks Chise to tell him the story behind the book. Chise tells him about Miura-san and the mysterious library she found in the forest as a child.

[Written by MAL Rewrite]",8.1,516,890,289022,129640,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 82, 'name': 'Urban Fantasy'}]",3,manga,1380,pg_13,"[{'id': 858, 'name': 'Wit Studio'}]",23,,NIL,2016.0,summer,21577,173581,7453,4631,81764,289006.0,0.9582,0.0418
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,2011-02-23,2011-07-20,The sequel to Saint Seiya: The Lost Canvas - Meiou Shinwa.,8.1,518,2558,77543,46070,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",13,manga,1480,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",24,,NIL,2011.0,winter,2844,59660,1297,1084,12656,77541.0,0.9693,0.0307
3702,Detroit Metal City,2008-08-08,2008-10-28,"Dominating the world of indie music, Detroit Metal City (DMC) is a popular death metal band known for its captivatingly dark and crude style. Its extravagant lead singer, Johannes Krauser II, is especially infamous as a demonic being who has risen from the fiery pits of hell itself in order to bring the world to its knees and lord over all mortals—or at least that's what he's publicized to be.

Unbeknownst to his many worshippers, Krauser II is just the alter ego of an average college graduate named Souichi Negishi. Although he is soft-spoken, peace-loving, and would rather listen to Swedish pop all day, he must participate in DMC's garish concerts in order to make ends meet. Detroit Metal City chronicles Negishi's hilarious misadventures as he attempts to juggle his hectic band life, a seemingly budding romance, and dealing with his incredibly obsessive and dedicated fans.

[Written by MAL Rewrite]",8.09,524,1180,216681,110786,white,ova,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 19, 'name': 'Music'}, {'id': 20, 'name': 'Parody'}, {'id': 42, 'name': 'Seinen'}, {'id': 75, 'name': 'Showbiz'}]",12,manga,852,r,"[{'id': 13, 'name': 'Studio 4°C'}]",25,,NIL,2008.0,summer,7700,133129,5046,5859,64939,216673.0,0.9497,0.0503
6336,Kidou Senshi Gundam Unicorn,2010-03-12,2014-06-06,"In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates.

Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's  Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever.

When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind.

[Written by MAL Rewrite]
",8.09,530,2159,101920,52084,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",7,novel,3770,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",26,,NIL,2010.0,winter,11180,58915,5091,2399,24328,101913.0,0.9265,0.0735
4938,Tsubasa: Shunraiki,2009-03-17,2009-05-15,"After the battle in Celes, Fai escapes with Kurogane's aid while helping Syaoran and Sakura as well. Now in the land of Nihon, Kurogane meets with Tomoyo once more. Seishirou appears and Syaoran battles him for the feather. After finally gaining the feather, he enters the Dream World where he meets Sakura, Watanuki and the Clone.

(Source: Metacritic)",8.08,534,2892,63444,30462,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",2,manga,1702,r,"[{'id': 10, 'name': 'Production I.G'}]",27,,NIL,2009.0,winter,1551,43799,912,600,16578,63440.0,0.9762,0.0238
