id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,movie_ranking
1921,Urusei Yatsura 2: Beautiful Dreamer,"{'medium': 'https://cdn.myanimelist.net/images/anime/1999/98665.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1999/98665l.jpg'}",1984-02-11,1984-02-11,"Not all is normal in Tomobiki, even by its standards. The students have been preparing feverishly for the first day of the student fair, which is scheduled to go on the next day. However, problems arise when some begin to notice that the next day simply will not come. As the students begin to try to find the reason for the problem, their beliefs about reality and the world of dreams are challenged.

(Source: ANN)",7.84,941,4867,21954,9814,white,2007-02-09T23:03:25+00:00,2022-11-06T09:26:23+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 1984, 'season': 'winter'}",manga,5820,pg_13,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '633', 'completed': '12917', 'on_hold': '282', 'dropped': '296', 'plan_to_watch': '7824'}, 'num_list_users': 21952}",213
48548,5-toubun no Hanayome Movie,"{'medium': 'https://cdn.myanimelist.net/images/anime/1037/122516.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1037/122516l.jpg'}",2022-05-20,2022-05-20,"Fuutarou Uesugi's efforts as the Nakano quintuplets' private tutor are finally paying off. The academic performances of the five sisters are steadily improving, and they are each closer than ever to achieving their respective dreams. However, it appears that Fuutarou has become more than a teacher for the girls, who urge him to sort out his feelings.

The undecided young man promises to make a decision by the end of the school festival. However, Fuutarou's task will not be easy, as the Nakano sisters pull out all the stops to win his heart before it is too late.

[Written by MAL Rewrite]",7.83,948,958,266201,126052,white,2021-03-25T18:04:13+00:00,2024-05-02T04:27:38+00:00,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2022, 'season': 'spring'}",manga,8160,pg_13,"5-toubun no Hanayome Movie was nominated for Best Picture Award in Theatrical Screenings at the 2022 Newtype Awards. In the same year, it won the Zenkoren Special Award at the Golden Gross Awards. Moviegoers who saw the film on its premiere day were gifted volume 14.5 of the manga series, which features a new chapter set after the original ending.

The film was released on Blu-ray and DVD in Japan by Pony Canyon on December 21, 2022. Crunchyroll released the movie on Blu-ray in North America on January 2, 2024.","[{'id': 1722, 'name': 'Bibury Animation Studios'}]","{'status': {'watching': '8909', 'completed': '163365', 'on_hold': '2196', 'dropped': '1134', 'plan_to_watch': '90545'}, 'num_list_users': 266149}",214
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/49993.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/49993l.jpg'}",2013-08-31,2013-08-31,"A year after their deceased friend Honma Meiko appeared to them, Jinta Yadomi and the other members of the Super Peace Busters decide to write letters in her memory. Attempting to enjoy their summer together, they reminisce about their time together before and after her death.

AnoHana. Movie retells the main events of the parent story in the perspective of each member of the Super Peace Busters.

[Written by MAL Rewrite]",7.83,950,860,301641,144979,white,2012-08-05T13:15:30+00:00,2023-06-14T08:38:19+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2013, 'season': 'summer'}",original,5940,pg_13,AnoHana Movie received a Jury Selection award in the Animation division of the 17th Japan Media Arts Festival.,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '5762', 'completed': '198662', 'on_hold': '3210', 'dropped': '1728', 'plan_to_watch': '92267'}, 'num_list_users': 301629}",215
14175,Hanasaku Iroha Movie: Home Sweet Home,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/70701.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/70701l.jpg'}",2013-03-09,2013-03-09,"Ohana Matsumae has been working at Kissui Inn as a waitress for a while now. However, she realizes that she is starting to lose her desire to sparkle, having grown accustomed to the routines of her job. As this was a desire she had when she first moved to the inn, the realization bothers her. While having Yuina Wakura—Ohana's classmate, friend, and the daughter of rival Fukuya Inn's owner—under her as an apprentice, Ohana stumbles upon some old archives that mention her mother, Satsuki. Ohana does not know much about her mother, but these archives could shed some light on her past.

Besides learning more about her mother, it is business as usual at Kissui Inn—though with a couple of challenges to test Ohana and the staff of the inn.

[Written by MAL Rewrite]",7.83,952,2275,93816,36410,white,2012-05-21T19:06:43+00:00,2022-05-13T19:25:36+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 48, 'name': 'Workplace'}]",1,"{'year': 2013, 'season': 'winter'}",original,3960,pg_13,,"[{'id': 132, 'name': 'P.A. Works'}]","{'status': {'watching': '3516', 'completed': '48234', 'on_hold': '1308', 'dropped': '641', 'plan_to_watch': '40111'}, 'num_list_users': 93810}",216
34504,Seitokai Yakuindomo Movie,"{'medium': 'https://cdn.myanimelist.net/images/anime/1655/114726.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1655/114726l.jpg'}",2017-07-21,2017-07-21,"Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy...",7.83,961,2898,62984,26044,white,2016-12-09T09:50:59+00:00,2022-04-29T20:19:48+00:00,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2017, 'season': 'summer'}",4_koma_manga,3651,r,,"[{'id': 309, 'name': 'GoHands'}]","{'status': {'watching': '2263', 'completed': '36622', 'on_hold': '879', 'dropped': '431', 'plan_to_watch': '22784'}, 'num_list_users': 62979}",217
40615,Umibe no Étranger,"{'medium': 'https://cdn.myanimelist.net/images/anime/1668/108792.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1668/108792l.jpg'}",2020-09-11,2020-09-11,"Shun Hashimoto is an openly gay aspiring novelist living in Okinawa who was abandoned by his parents after coming out to them. Mio Chibana is a reserved, orphaned high school student, often found spending his time by the sea. One day, the two meet on the beach, and Shun is instantly captivated by Mio. The days fly by as they slowly begin to grow closer until Mio suddenly announces that he has to leave for the mainland.

Three years pass before a 20-year-old Mio returns to Okinawa to confess his love to Shun. However, in those three years, Shun's life has changed. Will he be able to accept Mio's feelings and make such a commitment?

[Written by MAL Rewrite]",7.83,968,1352,186879,92668,white,2019-10-24T17:58:26+00:00,2024-01-11T00:53:19+00:00,movie,finished_airing,"[{'id': 28, 'name': 'Boys Love'}]",1,"{'year': 2020, 'season': 'summer'}",manga,3526,r+,,"[{'id': 101, 'name': 'Studio Hibari'}]","{'status': {'watching': '4806', 'completed': '122905', 'on_hold': '1181', 'dropped': '884', 'plan_to_watch': '57091'}, 'num_list_users': 186867}",218
9465,Break Blade Movie 4: Sanka no Chi,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/68085.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/68085l.jpg'}",2010-10-30,2010-10-30,Fourth Break Blade Movie.,7.82,977,3002,58710,35327,white,2010-08-30T01:22:40+00:00,2022-04-30T00:51:31+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 10, 'name': 'Fantasy'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2010, 'season': 'fall'}",manga,2961,r,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 27, 'name': 'Xebec'}]","{'status': {'watching': '661', 'completed': '49299', 'on_hold': '392', 'dropped': '272', 'plan_to_watch': '8077'}, 'num_list_users': 58701}",219
4280,Kara no Kyoukai Movie 4: Garan no Dou,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/21736.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/21736l.jpg'}",2008-05-24,2008-05-24,"Following the events of Satsujin Kousatsu (Zen), Shiki Ryougi has been in a coma for two years due to a traffic accident. When she finally awakens, she has no memories of her past and is plagued by a profound loneliness. Even stranger, she notices dark lines encompassing the things around her, and if she touches them she can disassemble the object—something which completely terrifies her. Her friend, Mikiya Kokutou, enlists the help of Touko Aozaki, a mage who can help Shiki understand what her eyes—the ""Mystic Eyes of Death Perception""—are truly capable of and how to use them properly.  

[Written by MAL Rewrite]",7.82,986,1170,220137,133189,white,2008-04-10T12:36:51+00:00,2024-10-08T20:34:50+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 7, 'name': 'Mystery'}, {'id': 41, 'name': 'Suspense'}, {'id': 82, 'name': 'Urban Fantasy'}]",1,"{'year': 2008, 'season': 'spring'}",light_novel,2785,r,Includes claymation short which was shown before the movie in theaters.,"[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '2926', 'completed': '172372', 'on_hold': '1474', 'dropped': '569', 'plan_to_watch': '42782'}, 'num_list_users': 220123}",220
37765,Kidou Senshi Gundam: Senkou no Hathaway,"{'medium': 'https://cdn.myanimelist.net/images/anime/1195/115685.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1195/115685l.jpg'}",2021-06-11,2021-06-11,"Thanks to the sacrifices of war heroes like Amuro Ray, the Universal Century's 105th year sees an era of hard-won but short-lived peace. The Earth Federation keeps a militaristic hold on the planet and its surrounding space colonies. Although Char Aznable's rebellion against the neglectful Federation met its ultimate failure, his revolutionary philosophy of true freedom for all human beings lives on.

Despite being the son of a famous Federation commander, Hathaway Noa embodies both the undying loyalty of soldier Amuro Ray and the militant passion of rebel leader Char Aznable. Haunted by memories of Char's Rebellion, Hathaway leads a dissident faction of his own known as Mafty. He adopts the alias ""Mafty Navue Erin"" and commits acts of violence in revolt against the growing tyranny of the Federation.

After thwarting the hostile takeover of a plane by a terrorist group fraudulently claiming to be Mafty, Hathaway's secret identity is discovered by a young woman named Gigi Andalucia. Hathaway befriends both Gigi and Federation colonel Kenneth Sleg, but his double life endangers them as the armed conflict between Mafty and the Federation comes to a head.

[Written by MAL Rewrite]",7.82,987,3610,41978,21186,white,2018-04-20T10:09:03+00:00,2022-11-07T17:34:50+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",1,"{'year': 2021, 'season': 'spring'}",novel,5727,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '1383', 'completed': '26650', 'on_hold': '344', 'dropped': '217', 'plan_to_watch': '13378'}, 'num_list_users': 41972}",221
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/80729.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/80729l.jpg'}",2016-12-03,2016-12-03,"The Winter Cup finals have arrived, and the Seirin High School basketball team braces itself for the game against its indomitable opponent, Rakuzan High School. With the former Generation of Miracles leader Seijuurou Akashi as their captain, Rakuzan has established itself as the unyielding emperor of the court. Akashi's innate ability, known as the Emperor Eye, allows him to predict his enemies' next move and meticulously dismantle each play, further cementing his absolute authority over the court. Seirin's ""light and shadow"" duo, Taiga Kagami and Tetsuya Kuroko, now find themselves given the ultimate test of teamwork in which they must play with the strongest synergy possible to break through Akashi's omniscience. 

[Written by MAL Rewrite]",7.82,988,3473,44920,16950,white,2016-03-02T08:35:25+00:00,2022-12-01T01:33:14+00:00,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,"{'year': 2016, 'season': 'fall'}",manga,5280,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '1045', 'completed': '30787', 'on_hold': '444', 'dropped': '452', 'plan_to_watch': '12192'}, 'num_list_users': 44920}",222
