id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,bypopularity_ranking
36474,Sword Art Online: Alicization,"{'medium': 'https://cdn.myanimelist.net/images/anime/1993/93837.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1993/93837l.webp'}",2018-10-07,2019-03-31,"The Soul Translator is a state-of-the-art full-dive interface which interacts with the user's Fluctlight—the technological equivalent of a human soul—and fundamentally differs from the orthodox method of sending signals to the brain. The private institute Rath aims to perfect their creation by enlisting the aid of Sword Art Online survivor Kazuto Kirigaya. He works there as a part-time employee to test the system's capabilities in the Underworld: the fantastical realm generated by the Soul Translator. As per the confidentiality contract, any memories created by the machine in the virtual world are wiped upon returning to the real world. Kazuto can only vaguely recall a single name, Alice, which provokes a sense of unease when mentioned in reality.

When Kazuto escorts Asuna Yuuki home one evening, they chance upon a familiar foe. Kazuto is mortally wounded in the ensuing fight and loses consciousness. When he comes to, he discovers that he has made a full-dive into the Underworld with seemingly no way to escape. He sets off on a quest, seeking a way back to the physical world once again.

[Written by MAL Rewrite]",7.57,1647.0,146,1081742,639705,white,2017-10-01T03:21:06+00:00,2024-04-28T06:20:40+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 79, 'name': 'Video Game'}]",24,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1440,r,Sword Art Online: Alicization is an adaptation of volumes 9 through 14 of Reki Kawahara's Sword Art Online light novel series. ,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '75262', 'completed': '816055', 'on_hold': '22308', 'dropped': '33481', 'plan_to_watch': '134577'}, 'num_list_users': 1081683}",146
5680,K-On!,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/76120.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/76120l.jpg'}",2009-04-03,2009-06-26,"A fresh high school year always means much to come, and one of those things is joining a club. Being in a dilemma about which club to join, Yui Hirasawa stumbles upon and applies for the Light Music Club, which she misinterprets to be about playing simple instruments, such as castanets. Unable to play an instrument, she decides to visit to apologize and quit.

Meanwhile, the Light Music Club faces disbandment due to a lack of members. This causes the club members to offer anything, from food to slacking off during club time, in order to convince Yui to join. Despite their efforts, Yui insists on leaving due to her lack of musical experience. As a last resort, they play a piece for Yui, which sparks her fiery passion and finally convinces her to join the club.

From then onward, it is just plain messing around with bits and pieces of practice. The members of the Light Music Club are ready to make their time together a delightful one!

[Written by MAL Rewrite]",7.86,893.0,147,1078205,586336,white,2008-12-06T18:09:30+00:00,2023-03-10T16:41:47+00:00,tv,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",13,"{'year': 2009, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:59'}",4_koma_manga,1469,pg_13,The series received a Best TV Animation Award at the 2010 Tokyo International Anime Fair.,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '52656', 'completed': '708852', 'on_hold': '33938', 'dropped': '34658', 'plan_to_watch': '248039'}, 'num_list_users': 1078143}",147
223,Dragon Ball,"{'medium': 'https://cdn.myanimelist.net/images/anime/1887/92364.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1887/92364l.webp'}",1986-02-26,1989-04-12,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime.

They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way.

[Written by MAL Rewrite]",7.97,697.0,148,1075677,688886,white,2005-11-12T07:34:44+00:00,2024-11-11T21:58:37+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}]",153,"{'year': 1986, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '19:00'}",manga,1480,pg_13,Adapts the first 194 chapters of Akira Toriyama’s Dragon Ball manga.,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '68930', 'completed': '855465', 'on_hold': '41114', 'dropped': '35641', 'plan_to_watch': '74480'}, 'num_list_users': 1075630}",148
17895,Golden Time,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/52091.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/52091l.jpg'}",2013-10-04,2014-03-28,"Due to a tragic accident, Banri Tada is struck with amnesia, dissolving the memories of his hometown and past. However, after befriending Mitsuo Yanagisawa, he decides to move on and begin a new life at law school in Tokyo. But just as he is beginning to adjust to his college life, the beautiful Kouko Kaga dramatically barges into Banri's life, and their chance meeting marks the beginning of an unforgettable year. 

After having a glimpse of college life, Banri learns that he is in a new place and a new world—a place where he can be reborn, have new friends, fall in love, make mistakes, and grow. And as he begins to discover who he was, the path he has chosen leads him towards a blindingly bright life that he will never want to forget.

[Written by MAL Rewrite]",7.74,1176.0,149,1074550,564676,white,2013-03-20T08:33:17+00:00,2023-07-15T04:57:42+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}]",24,"{'year': 2013, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '02:35'}",light_novel,1440,pg_13,"Episode 1 was previewed at a screening in Tokyo on September 23, 2013. The voice actors for the anime reprise their roles in both the 2013 drama CD and web radio.","[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '63273', 'completed': '681345', 'on_hold': '37764', 'dropped': '47493', 'plan_to_watch': '244584'}, 'num_list_users': 1074459}",149
30015,ReLIFE,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/82149.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/82149l.jpg'}",2016-07-02,2016-09-24,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.

Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.

[Written by MAL Rewrite]",7.96,707.0,150,1072407,597501,white,2015-02-14T01:27:35+00:00,2022-12-20T07:16:26+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",13,"{'year': 2016, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '00:00'}",web_manga,1420,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '48203', 'completed': '753504', 'on_hold': '21993', 'dropped': '22541', 'plan_to_watch': '226098'}, 'num_list_users': 1072339}",150
14513,Magi: The Labyrinth of Magic,"{'medium': 'https://cdn.myanimelist.net/images/anime/11/42773.webp', 'large': 'https://cdn.myanimelist.net/images/anime/11/42773l.webp'}",2012-10-07,2013-03-31,"A Magi is a magician whose inclination toward magic is so immense that they can be said to shape the world. With their significant influence, each Magi chooses a worthy candidate to become a king, then helps them conquer strange labyrinths called ""Dungeons"" and acquire the power of mythical djinns within. Above all else, the Magi supervises their elected representative as they build a country that might one day bring the world to its knees.

Aladdin is a young Magi wandering the world in search of his true self. However, his journey is not a lonely one, as he is accompanied by his friend and mentor Ugo—a djinn he summons using his flute. In his travels, Aladdin also befriends Alibaba Saluja and guides him to a nearby Dungeon. With this newfound friendship, they begin an epic adventure across the world, witnessing various irregularities that seem more frequent than ever.

[Written by MAL Rewrite]
",8.01,645.0,151,1071502,563131,white,2012-06-18T20:22:04+00:00,2023-12-06T21:38:20+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",25,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",manga,1440,pg_13,Magi: The Labyrinth of Magic was the first Shounen Sunday manga adaptation in 45 years to be aired by Mainichi Broadcasting since Osomatsu-kun ended its broadcast in 1967.,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '62900', 'completed': '726160', 'on_hold': '38546', 'dropped': '33096', 'plan_to_watch': '210710'}, 'num_list_users': 1071412}",151
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"{'medium': 'https://cdn.myanimelist.net/images/anime/1572/95010.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1572/95010l.jpg'}",2018-10-06,2019-07-28,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur.

Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Bucciarati, a member of the Passione gang with his own sense of justice.

JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.

[Written by MAL Rewrite]",8.58,104.0,152,1069033,715006,white,2018-07-21T03:27:40+00:00,2024-10-07T20:17:55+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",39,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '01:05'}",manga,1420,r,JoJo no Kimyou na Bouken: Ougon no Kaze is a full adaptation of the fifth part of the JoJo no Kimyou na Bouken manga series.,"[{'id': 287, 'name': 'David Production'}]","{'status': {'watching': '78691', 'completed': '846316', 'on_hold': '17664', 'dropped': '10674', 'plan_to_watch': '115658'}, 'num_list_users': 1069003}",152
15583,Date A Live,"{'medium': 'https://cdn.myanimelist.net/images/anime/13/44844.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/44844l.jpg'}",2013-04-06,2013-06-22,"Thirty years ago, the Eurasian continent was devastated by a supermassive ""spatial quake""—a phenomenon involving space vibrations of unknown origin—resulting in the deaths of over 150 million people. Since then, these quakes have been plaguing the world intermittently, albeit on a lighter scale.

Shidou Itsuka is a seemingly average high school student who lives with his younger sister, Kotori. When an imminent spatial quake threatens the safety of Tengu City, he rushes to save her, only to be caught in the resulting eruption. He discovers a mysterious girl at its source, who is revealed to be a ""Spirit,"" an otherworldly entity whose appearance triggers a spatial quake. Soon after, he becomes embroiled in a skirmish between the girl and the Anti-Spirit Team, a ruthless strike force with the goal of annihilating Spirits.

However, there is a third party that  believes in saving the spirits: ""Ratatoskr,"" which surprisingly is commanded by Shidou's little sister!  Kotori forcibly recruits Shidou after the clash, presenting to him an alternative method of dealing with the danger posed by the Spirits—make them fall in love with him. Now, the fate of the world rests on his dating prowess, as he seeks out Spirits in order to charm them.

[Written by MAL Rewrite]",7.15,3613.0,153,1067437,600016,white,2012-09-18T11:46:18+00:00,2024-11-15T23:56:15+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}]",12,"{'year': 2013, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '01:30'}",light_novel,1500,r,"Date A Live adapts the first 4 novels of Koushi Tachibana's light novel series of the same name.

The anime premiered on March 31, 2013 on Niconico. On TV, it premiered on April 6, 2013 on Tokyo MX. The Blu-ray Box features an additional 35 minutes worth of content. Due to the Blu-ray Box being released after FUNimation Entertainment's release, this additional material was not included in any English release. ","[{'id': 292, 'name': 'AIC PLUS+'}]","{'status': {'watching': '44777', 'completed': '784915', 'on_hold': '19387', 'dropped': '33287', 'plan_to_watch': '184978'}, 'num_list_users': 1067344}",153
35073,Overlord II,"{'medium': 'https://cdn.myanimelist.net/images/anime/1212/113415.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1212/113415l.jpg'}",2018-01-09,2018-04-03,"Ainz Ooal Gown, the undead sorcerer formerly known as Momonga, has accepted his place in this new world. Though it bears similarities to his beloved virtual reality game Yggdrasil, it still holds many mysteries which he intends to uncover, by utilizing his power as ruler of the Great Tomb of Nazarick. However, ever since the disastrous brainwashing of one of his subordinates, Ainz has become wary of the impending dangers of the Slane Theocracy, as well as the possible existence of other former Yggdrasil players. Meanwhile, Albedo, Demiurge and the rest of Ainz's loyal guardians set out to prepare for the next step in their campaign: Nazarick's first war…

Overlord II picks up immediately after its prequel, continuing the story of Ainz Ooal Gown, his eclectic army of human-hating guardians, and the many hapless humans affected by the Overlord's arrival.

[Written by MAL Rewrite]",7.75,1145.0,154,1065023,658523,white,2017-03-11T03:19:33+00:00,2024-02-27T23:41:08+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",13,"{'year': 2018, 'season': 'winter'}","{'day_of_the_week': 'tuesday', 'start_time': '22:30'}",light_novel,1420,r,Overlord adapts novels 4 to 6 of Kugane Maruyama's light novel series of the same name.,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '48576', 'completed': '882887', 'on_hold': '12518', 'dropped': '13373', 'plan_to_watch': '107585'}, 'num_list_users': 1064939}",154
48561,Jujutsu Kaisen 0 Movie,"{'medium': 'https://cdn.myanimelist.net/images/anime/1121/119044.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1121/119044l.jpg'}",2021-12-24,2021-12-24,"Violent misfortunes frequently occur around 16-year-old Yuuta Okkotsu, a timid victim of high school bullying. Yuuta is saddled with a monstrous curse, a power that dishes out brutal revenge against his bullies. Rika Orimoto, Yuuta's curse, is a shadow from his tragic childhood and a potentially lethal threat to anyone who dares wrong him.

Yuuta's unique situation catches the attention of Satoru Gojou, a powerful sorcerer who teaches at Tokyo Prefectural Jujutsu High School. Gojou sees immense potential in Yuuta, and he hopes to help the boy channel his deadly burden into a force for good. Yet Yuuta struggles to find his place among his talented classmates: the selectively mute Toge Inumaki, weapons expert Maki Zenin, and Panda.

Yuuta clumsily utilizes Rika on missions with the other first-year students, but the grisly aftermath of Rika's tremendous displays of power draws the interest of the calculating curse user Suguru Getou. As Getou strives to claim Rika's strength and use it to eliminate all non-jujutsu users from the world, Yuuta fights alongside his friends to stop the genocidal plot.

[Written by MAL Rewrite]
",8.42,177.0,155,1058799,646791,white,2021-03-26T19:06:20+00:00,2024-10-02T16:17:20+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2021, 'season': 'fall'}",,manga,6297,r,"Jujutsu Kaisen 0 Movie covers manga chapters 0.1-0.4. 

On the date of the premier in Japan, December 24, 2021, guests recieved a tie-in booklet dubbed ""Volume 0.5.""","[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '19335', 'completed': '853481', 'on_hold': '2859', 'dropped': '875', 'plan_to_watch': '182186'}, 'num_list_users': 1058736}",155
30240,Prison School,"{'medium': 'https://cdn.myanimelist.net/images/anime/1286/112161.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1286/112161l.jpg'}",2015-07-11,2015-09-26,"Located on the outskirts of Tokyo, Hachimitsu Private Academy is a prestigious all-girls boarding school, famous for its high-quality education and disciplined students. However, this is all about to change due to the revision of the school's most iconic policy, as boys are now able to enroll as well.
 
At the start of the first semester under this new decree, a mere five boys have been accepted, effectively splitting the student body into a ratio of two hundred girls to one boy. Kiyoshi, Gakuto, Shingo, Andre, and Jo are quickly cast away without having a chance to make any kind of a first impression. Unable to communicate with their fellow female students, the eager boys set their sights on a far more dangerous task: peeping into the girls' bath!
 
It is only after their plan is thoroughly decimated by the infamous Underground Student Council that the motley crew find their freedom abruptly taken from them, as they are thrown into the school's prison with the sentence of an entire month as punishment. Thus begins the tale of the boys' harsh lives in Prison School, a righteous struggle that will ultimately test the bonds of friendship and perverted brotherhood.

[Written by MAL Rewrite]",7.59,1596.0,156,1045581,616979,gray,2015-03-04T08:05:46+00:00,2024-01-03T17:24:40+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '01:05'}",manga,1480,r+,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '43408', 'completed': '780973', 'on_hold': '19837', 'dropped': '40509', 'plan_to_watch': '160796'}, 'num_list_users': 1045523}",156
38826,Tenki no Ko,"{'medium': 'https://cdn.myanimelist.net/images/anime/1880/101146.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1880/101146l.jpg'}",2019-07-19,2019-07-19,"Tokyo is currently experiencing rain showers that seem to disrupt the usual pace of everyone living there to no end. Amidst this seemingly eternal downpour arrives the runaway high school student Hodaka Morishima, who struggles to financially support himself—ending up with a job at a small-time publisher. At the same time, the orphaned Hina Amano also strives to find work to sustain herself and her younger brother.

Both fates intertwine when Hodaka attempts to rescue Hina from shady men, deciding to run away together. Subsequently, Hodaka discovers that Hina has a strange yet astounding power: the ability to call out the sun whenever she prays for it. With Tokyo's unusual weather in mind, Hodaka sees the potential of this ability. He suggests that Hina should become a ""sunshine girl""—someone who will clear the sky for people when they need it the most.

Things begin looking up for them at first. However, it is common knowledge that power always comes with a hefty price...

[Written by MAL Rewrite]",8.27,302.0,157,1044324,628211,white,2018-12-13T08:35:53+00:00,2024-09-15T02:40:09+00:00,movie,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2019, 'season': 'summer'}",,original,6733,pg_13,"Tenki no Ko sold more than 1.1 million tickets, grossing 1.6 billion yen (about US$15.22 million) in its first three days in more than 350 theaters. The film ranked #1 in its opening weekend and is currently the #7 highest-earning domestic film of all time in Japan and the highest-grossing film in Japan in 2019.

Tenki no Ko is also Japan's submission for the Best International Feature Film category at the 92nd Academy Awards—the first anime that Japan has submitted in the category since Mononoke Hime in 1998.

It won the prize for Animation of the Year award at the 43rd annual Japan Academy Prize ceremony. It also won the Social Impact Award on the 23rd Japan Media Arts Festival.","[{'id': 291, 'name': 'CoMix Wave Films'}]","{'status': {'watching': '25495', 'completed': '787665', 'on_hold': '5730', 'dropped': '2102', 'plan_to_watch': '223237'}, 'num_list_users': 1044229}",157
889,Black Lagoon,"{'medium': 'https://cdn.myanimelist.net/images/anime/1906/121592.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1906/121592l.webp'}",2006-04-09,2006-06-25,"Salaryman Rokurou Okajima spends his days trying to climb his company's corporate ladder, until one day when a business negotiation in Thailand goes awry. During the botched deal, he falls hostage to the Lagoon Company—a band of ruthless pirate mercenaries. Left to the whims of his captors after his managers refuse to pay his ransom, Rokurou does the unthinkable: instead of begging for his life, he joins the very crew who kidnapped him.

Now a member of the group, Rokurou must adjust to his new residence in the dissolute hellscape known as Roanapur, a city where corruption and crime run rampant, and even the smallest slipup could cost him his life. If not for one of the many crime syndicates on the island, Rokurou also constantly finds himself at odds with his brash, gunslinging colleague, Revy. 

As Rokurou struggles to abandon his past—and with more than just the profits from the Lagoon Company's illegal trading on the line—he must quickly find the resolve to make tough decisions in high-stress situations while keeping his humanity intact.

[Written by MAL Rewrite]
",8.03,616.0,158,1043130,507919,white,2006-04-14T22:55:21+00:00,2022-06-14T05:56:12+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 42, 'name': 'Seinen'}]",12,"{'year': 2006, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '02:35'}",manga,1407,r,"Black Lagoon was released on DVD by Geneon Entertainment from May 22, 2007 to September 18, 2007. Following a 2008 agreement regarding distribution rights, Funimation Entertainment also published the series in the same format on August 19, 2008. The company later released the anime on Blu-ray on November 17, 2015.  
","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '52837', 'completed': '623438', 'on_hold': '34367', 'dropped': '22807', 'plan_to_watch': '309639'}, 'num_list_users': 1043088}",158
22043,Fairy Tail (2014),"{'medium': 'https://cdn.myanimelist.net/images/anime/3/60551.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/60551l.jpg'}",2014-04-05,2016-03-26,"The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox's stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail guild closer to being crowned the overall champions, but obtaining victory is not the only challenge they face. A mystery still surrounds a hooded stranger and the ominous Eclipse Gate, leaving more questions than answers.

More crazy adventures are on the horizon for Fairy Tail as their destructive antics and joyful rowdiness continue unabated. Their greatest trial is quickly approaching, but united as a family, the guild will always be ready to face any threat that comes their way.

[Written by MAL Rewrite]",7.65,1397.0,159,1027243,573764,white,2014-01-09T08:55:31+00:00,2024-05-22T14:50:48+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",102,"{'year': 2014, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '10:30'}",manga,1460,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}, {'id': 397, 'name': 'Bridge'}]","{'status': {'watching': '117348', 'completed': '663156', 'on_hold': '54048', 'dropped': '70282', 'plan_to_watch': '122372'}, 'num_list_users': 1027206}",159
35968,Wotaku ni Koi wa Muzukashii,"{'medium': 'https://cdn.myanimelist.net/images/anime/1864/93518.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1864/93518l.webp'}",2018-04-13,2018-06-22,"Having slept through all four of her alarms, the energetic Narumi Momose finds herself running late for her first day of work at a new office. As she races to catch her train, she makes a promise to herself that none of her coworkers will find out about her dark secret: that she is an otaku and a fujoshi. Her plan goes instantly awry, though, when she runs into Hirotaka Nifuji, an old friend from middle school. Although she tries to keep her secret by inviting him out for drinks after work, her cover is blown when he casually asks her whether or not she will be attending the upcoming Summer Comiket. Luckily for her, the only witnesses—Hanako Koyanagi and Tarou Kabakura—are otaku as well.
            
Later that night, the pair go out for drinks so that they can catch up after all the years apart. After Narumi complains about her previous boyfriend breaking up with her because he refused to date a fujoshi, Hirotaka suggests that she try dating a fellow otaku, specifically himself. He makes a solemn promise to always be there for her, to support her, and to help her farm for rare drops in Monster Hunter. Blown away by the proposal, Narumi agrees immediately. Thus the two otaku start dating, and their adorably awkward romance begins.

[Written by MAL Rewrite]",7.93,762.0,160,1027121,546070,white,2017-07-20T10:33:24+00:00,2024-05-11T05:23:48+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 22, 'name': 'Romance'}, {'id': 48, 'name': 'Workplace'}]",11,"{'year': 2018, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '00:55'}",web_manga,1370,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '70273', 'completed': '690482', 'on_hold': '26246', 'dropped': '22869', 'plan_to_watch': '217178'}, 'num_list_users': 1027048}",160
40839,"Kanojo, Okarishimasu","{'medium': 'https://cdn.myanimelist.net/images/anime/1902/128382.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1902/128382l.jpg'}",2020-07-11,2020-09-26,"Kazuya Kinoshita is a 20-year-old college student who has a wonderful girlfriend: the bright and sunny Mami Nanami. But suddenly, he doesn't. Without warning, Mami breaks up with him, leaving him utterly heartbroken and lonely. Seeking to soothe the pain, he hires a rental girlfriend through an online app. His partner is Chizuru Mizuhara, who through her unparalleled beauty and cute demeanor, manages to gain Kazuya's affection.

But after reading similar experiences other customers had had with Chizuru, Kazuya believes her warm smile and caring personality were all just an act to toy with his heart, and he rates her poorly. Aggravated, Chizuru lambastes him for his shameless hypocrisy, revealing her true pert and hot-tempered self. This one-sided exchange is cut short, however, when Kazuya finds out that his grandmother has collapsed.

They dash toward the hospital and find Kazuya's grandmother already in good condition. Baffled by Chizuru's presence, she asks who this girl might be. On impulse, Kazuya promptly declares that they are lovers, forcing Chizuru to play the part. But with Kazuya still hung up on his previous relationship with Mami, how long can this difficult client and reluctant rental girlfriend keep up their act?

[Written by MAL Rewrite]",6.94,4577.0,161,1022026,649313,white,2019-12-09T03:46:14+00:00,2023-09-19T09:21:29+00:00,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2020, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '01:25'}",manga,1470,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '60471', 'completed': '774752', 'on_hold': '16067', 'dropped': '44568', 'plan_to_watch': '126107'}, 'num_list_users': 1021965}",161
