id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,special_ranking
60022,One Piece Fan Letter,"{'medium': 'https://cdn.myanimelist.net/images/anime/1455/146229.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1455/146229l.jpg'}",2024-10-20,2024-10-20,"Two years after the Summit War in which Straw Hat pirate Luffy lost his brother Ace, the story takes place on the Sabaody Archipelago. The protagonist, a young girl who has a strong admiration for Nami, sets off on a small adventure. This is an ensemble drama that focuses on people who do not ""pursue"" ONE PIECE, depicting the reunion of the Straw Hat Pirates from their perspective.

(Source: Official site, translated)",9.1,3,2712,70847,54614,white,2024-10-03T03:49:19+00:00,2024-10-20T12:25:24+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2024, 'season': 'fall'}",light_novel,1495,pg_13,This work is a 25th Anniversary Project of One Piece.,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '3256', 'completed': '60584', 'on_hold': '209', 'dropped': '387', 'plan_to_watch': '6411'}, 'num_list_users': 70847}",1
35247,Owarimonogatari 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/87322.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/87322l.jpg'}",2017-08-12,2017-08-13,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place.  

Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed.

[Written by MAL Rewrite]",8.87,26,587,412144,198994,white,2017-03-25T01:32:08+00:00,2024-02-04T16:41:33+00:00,tv_special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",7,"{'year': 2017, 'season': 'summer'}",light_novel,1350,r,Owarimonogatari 2nd Season adapts the fifth volume of NisiOisiN's Monogatari Series: Final Season.,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '16550', 'completed': '250891', 'on_hold': '5452', 'dropped': '2868', 'plan_to_watch': '136361'}, 'num_list_users': 412122}",2
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1279/131078.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1279/131078l.jpg'}",2023-03-04,2023-11-05,"In the wake of Eren Yeager's cataclysmic actions, his friends and former enemies form an alliance against his genocidal rampage. Though once bitter foes, Armin Arlert, Mikasa Ackerman, and the remaining members of the Scout Regiment join forces with Reiner Braun and the survivors of the Marleyan military. Their meager united front sets out on a mission to stop Eren's wrath and—if possible—save their old comrade in the process.

As Eren pushes forward at any cost, he battles his own internal turmoil. Although he feels immense remorse over his horrific invasion, Eren believes he harbors noble intentions: he believes the path ahead is the only way to save his friends and, to a greater extent, his people.

The opposing battalions spiral toward an inevitable final clash that may claim the lives of millions. Though they face an army of monsters beyond anything they could have previously imagined, Mikasa, Armin, and their allies stand brave in the face of certain doom.

[Written by MAL Rewrite]",8.87,27,292,720765,426879,white,2022-04-03T15:34:50+00:00,2024-08-17T18:47:47+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 58, 'name': 'Gore'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}, {'id': 76, 'name': 'Survival'}, {'id': 41, 'name': 'Suspense'}]",2,"{'year': 2023, 'season': 'winter'}",manga,4375,r,Shingeki no Kyojin: The Final Season - Kanketsu-hen adapts content from volumes 32-34 of the original manga.,"[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '111601', 'completed': '460656', 'on_hold': '8999', 'dropped': '3342', 'plan_to_watch': '136127'}, 'num_list_users': 720725}",3
21329,Mushishi: Hihamukage,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/59315.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/59315l.jpg'}",2014-01-04,2014-01-04,"The entire countryside comes to a halt midday to witness a rare solar eclipse that is rumored to allow the average person to see Mushi. Unable to avert their gaze, the air is full of awe and wonder—but those who know the Mushi are preparing for the eclipse's aftermath.

Based on a prediction from Tanyuu Karibusa, the cursed recorder, Mushishi Ginko finds himself in a very unlucky farming village. Immediately following the solar eclipse, a strange black cloud begins to gather in the sky and blocks the sun once more. Suspecting it to be the work of a Mushi known as Hihami, Ginko seeks to liberate the village from perpetual darkness. However, it seems that not all of the villagers are eager to return to the light.

[Written by MAL Rewrite]",8.53,128,1675,143954,69358,white,2013-11-20T16:50:45+00:00,2023-12-27T00:27:51+00:00,tv_special,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2014, 'season': 'winter'}",manga,2700,pg_13,,"[{'id': 8, 'name': 'Artland'}]","{'status': {'watching': '3532', 'completed': '93128', 'on_hold': '1353', 'dropped': '764', 'plan_to_watch': '45171'}, 'num_list_users': 143948}",4
44087,Gintama: The Semi-Final,"{'medium': 'https://cdn.myanimelist.net/images/anime/1694/110521.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1694/110521l.jpg'}",2021-01-15,2021-01-20,"As the war temporarily calms down and Edo rebuilds, Gintoki finds Shinpachi—who is still unaware of his return—on a bridge. However, as a fight quickly breaks out between the Yorozuya and the Tenshouin Naraku, suspicion grows, forcing Gintoki to use what is nearest—a loincloth—to mask his identity. Saved for the time being, Gintoki enters the Yorozuya office, but unbeknownst to him, someone else is already waiting there...

Meanwhile, Kondou departs Earth to marry Princess Bubbles in an attempt to improve diplomatic relations. After boarding the Gorilla Amanto mother ship, he realizes that he doesn't speak their language. Confused, Kondou tries conversing with them, only to inadvertently gain their support. However, someone associated with the princess crashes the ongoing ceremony. Will the wedding continue, or has Kondou just been saved from becoming the next Gorilla Prince?

[Written by MAL Rewrite]",8.46,158,2469,82452,41884,white,2020-11-22T14:10:26+00:00,2023-01-17T16:27:52+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",2,"{'year': 2021, 'season': 'winter'}",manga,1450,pg_13,,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]","{'status': {'watching': '2489', 'completed': '54083', 'on_hold': '858', 'dropped': '477', 'plan_to_watch': '24539'}, 'num_list_users': 82446}",5
24687,Mushishi Zoku Shou: Odoro no Michi,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/63539.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/63539l.jpg'}",2014-08-20,2014-08-20,"Mysterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life's strange phenomena.

Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants.

Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan's resolve to their ancient task.

[Written by MAL Rewrite]",8.43,175,2118,104536,51305,white,2014-06-15T13:08:52+00:00,2024-01-02T05:01:23+00:00,tv_special,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2014, 'season': 'summer'}",manga,2820,pg_13,,"[{'id': 8, 'name': 'Artland'}]","{'status': {'watching': '2234', 'completed': '69059', 'on_hold': '926', 'dropped': '494', 'plan_to_watch': '31818'}, 'num_list_users': 104531}",6
36275,Natsume Yuujinchou Roku Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/10/87615.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/87615l.jpg'}",2017-09-27,2017-10-25,"Suzunaru no Kirikabu 
On a hot summer day, Takashi Natsume and his feline companion Madara take a walk to buy jelly. Suddenly a truck passes the two, running over an old, masked man who asks Natsume for help. The mysterious individual turns out to be a youkai, the spirit of the Suzunaru tree that was recently hit by lightning and cut down. As the tree withers away, the youkai requests Natsume to fulfill his one final wish: to bring him water every day until he draws his last breath.

Mugen no Kakera 
Tamami, a young schoolgirl, counts her steps through a forest, following instructions on a piece of paper. She stops to take a break and falls asleep but is awakened by an odd talking cat. Through meeting the cat and his human partner, Natsume, she learns that the forest has its own separate world from the contemporary, where one can see things otherwise invisible. Putting her trust in the duo, Tamami tells them about the story of how she helped a white owl that reappeared in her dreams to lead her back inside the bizarre forest.

[Written by MAL Rewrite]
",8.4,195,3284,49722,22304,white,2017-09-07T11:50:11+00:00,2024-03-06T11:35:43+00:00,special,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",2,"{'year': 2017, 'season': 'summer'}",manga,1415,pg_13,,"[{'id': 1119, 'name': 'Shuka'}]","{'status': {'watching': '1883', 'completed': '32058', 'on_hold': '688', 'dropped': '369', 'plan_to_watch': '14724'}, 'num_list_users': 49722}",7
6945,Gintama: Shiroyasha Koutan,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/16161.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/16161l.jpg'}",2008-09-21,2008-09-21,"According to Aniplex, a 10min short anime of Gintama ""Shiroyasha Koutan"" will be released on September 30th. It was shown at Jump Super Anime Tour 2008 and had never been released as a DVD.

It's a trailer of an imaginary Gintama movie. Gintama OVA shown at Jump Anime Tour '05 is also included in the DVD.",8.35,234,2690,71910,35308,white,2009-08-06T12:26:19+00:00,2023-01-13T11:12:36+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2008, 'season': 'summer'}",manga,600,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '1554', 'completed': '51722', 'on_hold': '671', 'dropped': '593', 'plan_to_watch': '17366'}, 'num_list_users': 71906}",8
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","{'medium': 'https://cdn.myanimelist.net/images/anime/9/89993.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/89993l.jpg'}",2018-07-04,2018-07-04,"The CH Postal Company has just received a request to transcribe a love letter from Irma Felice, a famous opera singer. Accepting the task, Violet Evergarden visits Irma to write her letter. However, not only does Irma provide little information, she asks Violet to write based on her own feelings. Despite Violet's numerous attempts, Irma finds every version of the letter inadequate.

Violet consults her colleagues, and they help her out by writing love letters of their own. Yet even those are rejected by the opera singer. As a last resort, Violet asks Irma for her true thoughts and feelings, hoping to find the missing puzzle piece. Will the Auto Memory Doll be able to translate Irma's emotions into words?

[Written by MAL Rewrite]",8.34,242,722,345751,206884,white,2018-01-11T04:42:40+00:00,2024-10-04T16:04:24+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}]",1,"{'year': 2018, 'season': 'summer'}",light_novel,2040,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '4862', 'completed': '281445', 'on_hold': '1582', 'dropped': '704', 'plan_to_watch': '57140'}, 'num_list_users': 345733}",9
53672,Violet Evergarden: Recollections,"{'medium': 'https://cdn.myanimelist.net/images/anime/1902/143097.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1902/143097l.jpg'}",2021-10-29,2021-10-29,"Recap of Violet Evergarden.
",8.33,245,3878,36175,11258,white,2022-11-24T14:48:01+00:00,2024-10-04T16:09:33+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}]",1,"{'year': 2021, 'season': 'fall'}",light_novel,5700,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '1682', 'completed': '17992', 'on_hold': '400', 'dropped': '371', 'plan_to_watch': '15723'}, 'num_list_users': 36168}",10
34534,Natsume Yuujinchou Go Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/84887.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/84887l.jpg'}",2017-03-30,2017-04-26,"One Night Sake Cup 
On his way back home from an errand, Takashi Natsume gets lost in the forest. Luckily, he is rescued by a traveling youkai couple who make sake cups for a living. Taking a sip of water from one, Natsume feels a surge of energy rush throughout his body, thanks to the ""One Night Cup."" It is a special cup that makes every drink delicious, but unfortunately, its effects last only for one night. The following day, Natsume attends the youkai banquet with his loyal protector, the sake-loving chubby cat Madara, and gets the once-in-a-lifetime opportunity to learn how to make sake cups.

Party of Fun & Games
Natsume is filled with regret after hastily declining a rare invitation to a banquet from Madara. Curious, he chases after the cat to an old, run-down mansion but soon enough feels the uncanny presence of numerous youkai nearby. When he runs into the seductive youkai Hinoe, she explains that the empty estate serves as a hide-and-seek playground where the winning spirit acquires authority over a valley. With still no trace of Madara, Natsume starts having eerie dreams of the mansion, but this time as the game's participant.

[Written by MAL Rewrite]
",8.31,266,3322,48549,22545,white,2016-12-14T00:34:55+00:00,2024-03-06T11:35:58+00:00,special,finished_airing,"[{'id': 63, 'name': 'Iyashikei'}, {'id': 6, 'name': 'Mythology'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",2,"{'year': 2017, 'season': 'winter'}",manga,1380,pg_13,,"[{'id': 1119, 'name': 'Shuka'}]","{'status': {'watching': '1410', 'completed': '32723', 'on_hold': '591', 'dropped': '330', 'plan_to_watch': '13494'}, 'num_list_users': 48548}",11
10863,Steins;Gate: Oukoubakko no Poriomania,"{'medium': 'https://cdn.myanimelist.net/images/anime/1805/123188.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1805/123188l.jpg'}",2012-02-22,2012-02-22,"A few months after the events of Steins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen.

[Written by MAL Rewrite]",8.29,286,529,450430,283225,white,2011-06-25T17:00:24+00:00,2023-01-17T04:22:04+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 78, 'name': 'Time Travel'}]",1,"{'year': 2012, 'season': 'winter'}",visual_novel,1480,pg_13,,"[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '5591', 'completed': '383117', 'on_hold': '1977', 'dropped': '1013', 'plan_to_watch': '58713'}, 'num_list_users': 450411}",12
9735,Gintama: Shinyaku Benizakura-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/26966.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/26966l.jpg'}",2010-12-15,2010-12-15,"It's the running gag of Ben Johnson episode where animation staff reuse the New Years footage; Yorozuya would sit around the kotatsu eating a bowl of tangerines. They discuss elaborate subjects, Shinpachi complains about reusing animation footage, and then Gin-chan always ending the gag with a pointless announcement.",8.28,293,3461,45126,19997,white,2010-10-26T17:42:06+00:00,2023-01-16T22:44:03+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2010, 'season': 'fall'}",manga,660,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '1150', 'completed': '31092', 'on_hold': '533', 'dropped': '501', 'plan_to_watch': '11847'}, 'num_list_users': 45123}",13
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/77324.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/77324l.jpg'}",2015-12-03,2015-12-03,"Having reached his emotional breaking point, Rintarou Okabe refuses to continue aiding time traveler Suzuha Amane in her mission to prevent World War III, believing any further efforts to save Makise Kurisu will be in vain. Shortly after, Okabe abandons his mad scientist persona and becomes a seemingly regular university student. 

Okabe's close friend Mayuri Shiina perceives him to be recovering from his trauma and is visibly happy. However, something still seems to be bothering Okabe. Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero marks the beginning of a critical divergence—a timeline in which the burden of fate escalates beyond one's limits.

[Written by MAL Rewrite]",8.26,316,936,271205,151390,white,2015-12-02T02:33:02+00:00,2024-09-10T02:37:31+00:00,tv_special,finished_airing,"[{'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]",1,"{'year': 2015, 'season': 'fall'}",visual_novel,1440,pg_13,"Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero aired on December 3, 2015 during the rebroadcast of Steins;Gate to promote the Steins;Gate 0 visual novel, which was subsequently released on December 10, 2015. It was bundled with the Steins;Gate complete Blu-ray box set, released in Japan on February 5, 2016 and in North America on February 5, 2019 by Funimation Entertainment.

The special incorporates a majority of the Steins;Gate anime's 23rd episode, ""Open the Steins Gate,"" but features an entirely new alternative ending in its latter half.","[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '4839', 'completed': '215521', 'on_hold': '1663', 'dropped': '670', 'plan_to_watch': '48501'}, 'num_list_users': 271194}",14
264,Hajime no Ippo: Champion Road,"{'medium': 'https://cdn.myanimelist.net/images/anime/1521/137978.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1521/137978l.jpg'}",2003-04-18,2003-04-18,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan. 
Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. 

Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.

[Written by MAL Rewrite]",8.26,322,1666,144980,88043,white,2005-11-13T07:03:31+00:00,2024-02-04T16:04:31+00:00,tv_special,finished_airing,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2003, 'season': 'spring'}",manga,5488,pg_13,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '2993', 'completed': '121539', 'on_hold': '812', 'dropped': '564', 'plan_to_watch': '19065'}, 'num_list_users': 144973}",15
34036,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/81968.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/81968l.jpg'}",2016-12-09,2016-12-09,"The ""real"" episode 1 of Meitantei Conan written by the Mangaka Gosho Aoyama.",8.24,342,4111,32309,15594,white,2016-09-13T04:27:44+00:00,2023-12-27T19:16:14+00:00,tv_special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2016, 'season': 'fall'}",manga,5580,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '1306', 'completed': '23513', 'on_hold': '454', 'dropped': '568', 'plan_to_watch': '6466'}, 'num_list_users': 32307}",16
35466,ReLIFE: Kanketsu-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1566/91061.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1566/91061l.jpg'}",2018-03-21,2018-03-21,"After reliving the life of a high school student through the ReLIFE experiment, 27-year-old Arata Kaizaki cannot believe how quickly it has changed him. He has begun to see the world through a different perspective that he had completely forgotten as an adult. He has made friends and formed deep relationships with each one of them. However his support, Ryou Yoake, reminds him that the experiment is all an illusion; after his experiment ends, he will be forgotten by all of them.

The experiment of another ReLIFE subject is also coming to an end. After spending two years with ReLIFE, Chizuru Hishiro has developed into a more open, more thoughtful person than she could have ever imagined. She has met people who have changed her life, her perspective, and ultimately her. However, now that their ReLIFE is coming to an end, will they be able to let go of the memories they have made?

[Written by MAL Rewrite]",8.2,384,583,413548,246040,white,2017-04-23T13:07:56+00:00,2023-01-25T14:47:54+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",4,"{'year': 2018, 'season': 'winter'}",web_manga,1420,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '10900', 'completed': '325798', 'on_hold': '3359', 'dropped': '2498', 'plan_to_watch': '70972'}, 'num_list_users': 413527}",17
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,"{'medium': 'https://cdn.myanimelist.net/images/anime/1159/95661.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1159/95661l.jpg'}",2018-12-28,2018-12-28,"The ground shakes, a rumble follows, and before anyone in Japan can prepare themselves, a cataclysmic volcanic eruption engulfs the country in molten lava and suffocating ashes. Of course, high school student Kusou Saiki repeatedly uses his psychic powers to prevent this harrowing catastrophe.

But between restoring the planet and watching his friends discuss their aspirations, Saiki finally resolves to stop the eruption and allow the world to continue spinning. However, this straightforward task is challenging even for the most powerful of psychics, let alone one who must deal with the usual shenanigans his ludicrous friends present.

[Written by MAL Rewrite]",8.2,385,1115,230012,136935,white,2018-08-30T12:09:31+00:00,2024-10-04T15:13:10+00:00,tv_special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,"{'year': 2018, 'season': 'fall'}",manga,2820,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}, {'id': 1444, 'name': 'Egg Firm'}]","{'status': {'watching': '4923', 'completed': '194122', 'on_hold': '1132', 'dropped': '868', 'plan_to_watch': '28957'}, 'num_list_users': 230002}",18
53127,Fate/strange Fake: Whispers of Dawn,"{'medium': 'https://cdn.myanimelist.net/images/anime/1220/136619.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1220/136619l.jpg'}",2023-07-02,2023-07-02,"In the American city of Snowfield, a new Holy Grail War is about to erupt. Such ruthless confrontations pit against each other magic experts known as magi, who ascend to the status of Master by summoning Servants—heroic spirits of the past. The winner is thought to have any one of their wishes granted.

However, it appears that the organization behind the present situation has merely managed to create an imperfect copy of the Third Holy Grail War. As the unusual ritual catches the attention of the Mage's Association in London, Flatt Escardos, the young apprentice of Lord El-Melloi II—a former participant of the Fourth Holy Grail War—travels to Snowfield and, to the great dismay of his teacher, joins the ranks of the Masters.

In this fake conflict where the line between Masters and Servants is blurred, the different factions will have a hard time preventing the city of Snowfield from plunging into total chaos.

[Written by MAL Rewrite]",8.2,389,2415,85309,42132,white,2022-09-24T07:50:54+00:00,2024-10-02T16:28:54+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 82, 'name': 'Urban Fantasy'}]",1,"{'year': 2023, 'season': 'summer'}",light_novel,3354,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '3118', 'completed': '53050', 'on_hold': '668', 'dropped': '234', 'plan_to_watch': '28212'}, 'num_list_users': 85282}",19
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/61015.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/61015l.jpg'}",2013-08-24,2013-08-24,"After Brook questions the origin of the Mini Merry name, Usopp and Chopper Tony Tony recall the adventures of the Straw Hat Crew's beloved ship, friend, and crew member—the Going Merry. Ussop abandons the crew for a fight over the Going Merry while Robin Nico leaves with the government's top assassin group, CP9. In order to bring the crew back together, Monkey D. Luffy and the remaining Straw Hats follow Robin to rescue her from the claws of the World Government.

[Written by MAL Rewrite]",8.19,401,2855,64706,33031,white,2013-06-17T23:44:51+00:00,2023-12-29T02:10:33+00:00,tv_special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2013, 'season': 'summer'}",manga,6414,pg_13,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari presents the arcs featuring the Going Merry with new animation.,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '1750', 'completed': '52296', 'on_hold': '504', 'dropped': '580', 'plan_to_watch': '9566'}, 'num_list_users': 64696}",20
